Typical Measured Spectrum of Semrock FF01-542/50 Optical Filter	
561.6	0.9578
561.8	0.95769
562.0	0.95655
562.2	0.95634
562.4	0.95621
562.6	0.95638
562.8	0.95679
563.0	0.95804
563.2	0.96003
563.4	0.96218
563.6	0.96443
563.8	0.96715
564.0	0.97052
564.2	0.97376
564.4	0.97686
564.6	0.98066
564.8	0.98425
565.0	0.98758
565.2	0.98967
565.4	0.99219
565.6	0.99342
565.8	0.99414
566.0	0.99379
566.2	0.99225
566.4	0.98988
566.6	0.98658
566.8	0.98276
567.0	0.97891
567.2	0.97411
567.4	0.96981
567.6	0.96553
567.8	0.96112
568.0	0.95991
568.2	0.95876
568.4	0.9589
568.6	0.96091
568.8	0.96535
569.0	0.97031
569.2	0.97667
569.4	0.98171
569.6	0.98353
569.8	0.97857
570.0	0.96416
570.2	0.93317
570.4	0.88603
570.6	0.81752
570.8	0.7323
571.0	0.63683
571.2	0.53277
571.4	0.43615
571.6	0.35198
571.8	0.28032
572.0	0.22194
572.2	0.17515
572.4	0.13818
572.6	0.10829
572.8	0.08446
573.0	0.06721
573.2	0.05378
573.4	0.04325
573.6	0.03508
573.8	0.02851
574.0	0.02389
574.2	0.02025
574.4	0.01672
574.6	0.01387
574.8	0.01159
575.0	0.0097
575.2	0.00817
575.4	0.00701
575.6	0.00621
575.8	0.00529
576.0	0.00453
576.2	0.00388
576.4	0.00334
576.6	0.00288
576.8	0.00248
577.0	0.00204
577.2	0.00179
577.4	0.00156
577.6	0.00137
577.8	0.0012
578.0	0.00106
578.2	9.3381e-04
578.4	8.176e-04
578.6	7.2738e-04
578.8	6.4444e-04
579.0	5.7597e-04
579.2	5.1519e-04
579.4	4.6033e-04
579.6	4.1153e-04
579.8	3.6757e-04
580.0	3.3324e-04
580.2	3.0122e-04
580.4	2.7234e-04
580.6	2.4564e-04
580.8	2.2312e-04
581.0	2.0322e-04
581.2	1.9145e-04
581.4	1.7437e-04
581.6	1.5944e-04
581.8	1.4586e-04
582.0	1.3332e-04
582.2	1.2299e-04
582.4	1.1283e-04
582.6	1.0359e-04
582.8	9.5891e-05
583.0	8.8711e-05
583.2	8.154e-05
583.4	7.5575e-05
583.6	6.9772e-05
583.8	6.4522e-05
584.0	5.9592e-05
584.2	5.5622e-05
584.4	5.1964e-05
584.6	4.8447e-05
584.8	4.5307e-05
585.0	4.1859e-05
585.2	3.9254e-05
585.4	3.6868e-05
585.6	3.4489e-05
585.8	3.2595e-05
586.0	3.0541e-05
586.2	2.9125e-05
586.4	2.7398e-05
586.6	2.5547e-05
586.8	2.4229e-05
587.0	2.2765e-05
587.2	2.1412e-05
587.4	2.0389e-05
587.6	1.9412e-05
587.8	1.8609e-05
588.0	1.7602e-05
588.2	1.6573e-05
588.4	1.5943e-05
588.6	1.5439e-05
588.8	1.486e-05
589.0	1.4069e-05
589.2	1.324e-05
589.4	1.2589e-05
589.6	1.2098e-05
589.8	1.1558e-05
590.0	1.1076e-05
590.2	1.0693e-05
590.4	1.005e-05
590.6	9.6811e-06
590.8	9.4403e-06
591.0	9.176e-06
591.2	8.9149e-06
591.4	8.6451e-06
591.6	8.2485e-06
591.8	8.0953e-06
592.0	7.7983e-06
592.2	7.5328e-06
592.4	7.4616e-06
592.6	7.3008e-06
592.8	7.1266e-06
593.0	6.8003e-06
593.2	6.6203e-06
593.4	6.4126e-06
593.6	6.2159e-06
593.8	6.1579e-06
594.0	6.137e-06
594.2	5.9404e-06
594.4	5.6903e-06
594.6	5.773e-06
594.8	5.7025e-06
595.0	5.4072e-06
595.2	5.3246e-06
595.4	5.1878e-06
595.6	5.1796e-06
595.8	5.0053e-06
596.0	5.0786e-06
596.2	5.1195e-06
596.4	5.0091e-06
596.6	5.101e-06
596.8	5.0616e-06
597.0	5.0458e-06
597.2	4.9057e-06
597.4	4.8658e-06
597.6	4.8421e-06
597.8	4.7666e-06
598.0	4.8035e-06
598.2	4.7128e-06
598.4	4.6672e-06
598.6	4.7317e-06
598.8	4.752e-06
599.0	4.7292e-06
599.2	4.707e-06
599.4	4.6819e-06
599.6	4.7903e-06
599.8	4.7312e-06
600.0	4.7484e-06
600.2	4.9163e-06
600.4	5.0993e-06
600.6	5.0407e-06
600.8	4.9536e-06
601.0	5.185e-06
601.2	5.1206e-06
601.4	5.0803e-06
601.6	5.19e-06
601.8	5.366e-06
602.0	5.2764e-06
602.2	5.3808e-06
602.4	5.5453e-06
602.6	5.5681e-06
602.8	5.6579e-06
603.0	5.8417e-06
603.2	6.094e-06
603.4	6.2936e-06
603.6	6.1076e-06
603.8	6.488e-06
604.0	6.5991e-06
604.2	6.6693e-06
604.4	6.7936e-06
604.6	6.9866e-06
604.8	7.0656e-06
605.0	7.2618e-06
605.2	7.5107e-06
605.4	7.6827e-06
605.6	7.9396e-06
605.8	8.2468e-06
606.0	8.5578e-06
606.2	9.2411e-06
606.4	9.4698e-06
606.6	9.9038e-06
606.8	1.0309e-05
607.0	1.0701e-05
607.2	1.1128e-05
607.4	1.1615e-05
607.6	1.2255e-05
607.8	1.2849e-05
608.0	1.3427e-05
608.2	1.4076e-05
608.4	1.4968e-05
608.6	1.602e-05
608.8	1.6805e-05
609.0	1.8044e-05
609.2	1.9328e-05
609.4	2.0677e-05
609.6	2.2226e-05
609.8	2.3736e-05
610.0	2.521e-05
610.2	2.7311e-05
610.4	2.9413e-05
610.6	3.1669e-05
610.8	3.417e-05
611.0	3.7037e-05
611.2	4.0196e-05
611.4	4.3617e-05
611.6	4.7581e-05
611.8	5.2236e-05
612.0	5.7458e-05
612.2	6.338e-05
612.4	7.0085e-05
612.6	7.7701e-05
612.8	8.6353e-05
613.0	9.4654e-05
613.2	1.0562e-04
613.4	1.1698e-04
613.6	1.3076e-04
613.8	1.4507e-04
614.0	1.6076e-04
614.2	1.7671e-04
614.4	1.9318e-04
614.6	2.092e-04
614.8	2.2461e-04
615.0	2.4099e-04
615.2	2.5276e-04
615.4	2.6238e-04
615.6	2.6845e-04
615.8	2.722e-04
616.0	2.7075e-04
616.2	2.6565e-04
616.4	2.5429e-04
616.6	2.4855e-04
616.8	2.4295e-04
617.0	2.345e-04
617.2	2.2429e-04
617.4	2.1419e-04
617.6	2.01e-04
617.8	1.9551e-04
618.0	1.8832e-04
618.2	1.7947e-04
618.4	1.7242e-04
618.6	1.6643e-04
618.8	1.6019e-04
619.0	1.5462e-04
619.2	1.5035e-04
619.4	1.462e-04
619.6	1.428e-04
619.8	1.3952e-04
620.0	1.3817e-04
620.2	1.3617e-04
620.4	1.3423e-04
620.6	1.3255e-04
620.8	1.3212e-04
621.0	1.321e-04
621.2	1.3227e-04
621.4	1.3189e-04
621.6	1.3393e-04
621.8	1.3432e-04
622.0	1.3645e-04
622.2	1.376e-04
622.4	1.4108e-04
622.6	1.4359e-04
622.8	1.4767e-04
623.0	1.5279e-04
623.2	1.5595e-04
623.4	1.6049e-04
623.6	1.6825e-04
623.8	1.7558e-04
624.0	1.8305e-04
624.2	1.9119e-04
624.4	2.0248e-04
624.6	2.1349e-04
624.8	2.1673e-04
625.0	2.3048e-04
625.2	2.4595e-04
625.4	2.6738e-04
625.6	2.8752e-04
625.8	3.1333e-04
626.0	3.4097e-04
626.2	3.7353e-04
626.4	4.1352e-04
626.6	4.6353e-04
626.8	5.1821e-04
627.0	5.8095e-04
627.2	6.6049e-04
627.4	7.5661e-04
627.6	9.0427e-04
627.8	0.00107
628.0	0.00126
628.2	0.00148
628.4	0.00177
628.6	0.0021
628.8	0.00248
629.0	0.00288
629.2	0.00323
629.4	0.00349
629.6	0.00355
629.8	0.00343
630.0	0.00315
630.2	0.00279
630.4	0.0024
630.6	0.00204
630.8	0.00174
631.0	0.00149
631.2	0.00128
631.4	0.0011
631.6	9.57e-04
631.8	8.3376e-04
632.0	7.2436e-04
632.2	6.5099e-04
632.4	5.8733e-04
632.6	5.2977e-04
632.8	4.83e-04
633.0	4.4354e-04
633.2	4.1024e-04
633.4	3.7586e-04
633.6	3.5137e-04
633.8	3.3105e-04
634.0	3.1274e-04
634.2	2.9525e-04
634.4	2.793e-04
634.6	2.6855e-04
634.8	2.6609e-04
635.0	2.5526e-04
635.2	2.4419e-04
635.4	2.3842e-04
635.6	2.3198e-04
635.8	2.2577e-04
636.0	2.1977e-04
636.2	2.1582e-04
636.4	2.1146e-04
636.6	2.0761e-04
636.8	2.0516e-04
637.0	2.0219e-04
637.2	2.016e-04
637.4	2.0034e-04
637.6	2.0019e-04
637.8	2.004e-04
638.0	2.0155e-04
638.2	2.0246e-04
638.4	2.0271e-04
638.6	2.0493e-04
638.8	2.0644e-04
639.0	2.0958e-04
639.2	2.1329e-04
639.4	2.18e-04
639.6	2.2238e-04
639.8	2.2854e-04
640.0	2.3541e-04
640.2	2.4067e-04
640.4	2.4796e-04
640.6	2.5759e-04
640.8	2.676e-04
641.0	2.7943e-04
641.2	2.9189e-04
641.4	3.009e-04
641.6	3.0944e-04
641.8	3.199e-04
642.0	3.3609e-04
642.2	3.5915e-04
642.4	3.7816e-04
642.6	4.0329e-04
642.8	4.3432e-04
643.0	4.613e-04
643.2	4.9556e-04
643.4	5.333e-04
643.6	5.7341e-04
643.8	6.2289e-04
644.0	6.7981e-04
644.2	7.4451e-04
644.4	8.1873e-04
644.6	9.099e-04
644.8	0.00101
645.0	0.00113
645.2	0.00126
645.4	0.0014
645.6	0.00157
645.8	0.00177
646.0	0.00206
646.2	0.00232
646.4	0.00261
646.6	0.00293
646.8	0.00325
647.0	0.00355
647.2	0.00381
647.4	0.00408
647.6	0.00423
647.8	0.00428
648.0	0.00425
648.2	0.00412
648.4	0.00395
648.6	0.0037
648.8	0.00342
649.0	0.00317
649.2	0.00291
649.4	0.00268
649.6	0.00247
649.8	0.00228
650.0	0.00212
650.2	0.00194
650.4	0.00181
650.6	0.00169
650.8	0.00159
651.0	0.00149
651.2	0.00142
651.4	0.00134
651.6	0.00127
651.8	0.00122
652.0	0.00117
652.2	0.00113
652.4	0.0011
652.6	0.00107
652.8	0.00104
653.0	0.00101
653.2	9.9833e-04
653.4	9.8487e-04
653.6	9.7648e-04
653.8	9.6704e-04
654.0	9.6292e-04
654.2	9.6465e-04
654.4	9.6488e-04
654.6	9.7446e-04
654.8	9.8387e-04
655.0	9.9847e-04
655.2	0.00101
655.4	0.00103
655.6	0.00106
655.8	0.00108
656.0	0.00111
656.2	0.00115
656.4	0.00119
656.6	0.00123
656.8	0.00128
657.0	0.00134
657.2	0.00141
657.4	0.0015
657.6	0.00158
657.8	0.00166
658.0	0.00177
658.2	0.00189
658.4	0.00203
658.6	0.00219
658.8	0.00238
659.0	0.00255
659.2	0.00275
659.4	0.00295
659.6	0.00316
659.8	0.0034
660.0	0.00364
660.2	0.00387
660.4	0.00408
660.6	0.00425
660.8	0.00437
661.0	0.00442
661.2	0.00442
661.4	0.00435
661.6	0.00421
661.8	0.00403
662.0	0.0038
662.2	0.00358
662.4	0.00331
662.6	0.00306
662.8	0.00283
663.0	0.00256
663.2	0.00234
663.4	0.00216
663.6	0.00198
663.8	0.00181
664.0	0.00167
664.2	0.00155
664.4	0.0014
664.6	0.0013
664.8	0.00121
665.0	0.00113
665.2	0.00105
665.4	9.8866e-04
665.6	9.322e-04
665.8	8.7836e-04
666.0	8.3388e-04
666.2	7.9047e-04
666.4	7.5238e-04
666.6	7.19e-04
666.8	6.8999e-04
667.0	6.6089e-04
667.2	6.3047e-04
667.4	6.1091e-04
667.6	5.9032e-04
667.8	5.6918e-04
668.0	5.5377e-04
668.2	5.3826e-04
668.4	5.2251e-04
668.6	5.1556e-04
668.8	5.0218e-04
669.0	4.9147e-04
669.2	4.8182e-04
669.4	4.7549e-04
669.6	4.6859e-04
669.8	4.6232e-04
670.0	4.5615e-04
670.2	4.5603e-04
670.4	4.4965e-04
670.6	4.4856e-04
670.8	4.471e-04
671.0	4.468e-04
671.2	4.4366e-04
671.4	4.4487e-04
671.6	4.4644e-04
671.8	4.5176e-04
672.0	4.5453e-04
672.2	4.5777e-04
672.4	4.6141e-04
672.6	4.6639e-04
672.8	4.7186e-04
673.0	4.827e-04
673.2	4.8734e-04
673.4	4.961e-04
673.6	5.0749e-04
673.8	5.1801e-04
674.0	5.3092e-04
674.2	5.4478e-04
674.4	5.5991e-04
674.6	5.7882e-04
674.8	5.9114e-04
675.0	6.1089e-04
675.2	6.3276e-04
675.4	6.5762e-04
675.6	6.8242e-04
675.8	7.1401e-04
676.0	7.4127e-04
676.2	7.7416e-04
676.4	8.1195e-04
676.6	8.4772e-04
676.8	8.8724e-04
677.0	9.4348e-04
677.2	9.9179e-04
677.4	0.00105
677.6	0.00111
677.8	0.00118
678.0	0.00125
678.2	0.00134
678.4	0.00144
678.6	0.00153
678.8	0.00163
679.0	0.00174
679.2	0.00187
679.4	0.002
679.6	0.00214
679.8	0.00231
680.0	0.00247
680.2	0.00264
680.4	0.00282
680.6	0.003
680.8	0.00316
681.0	0.00335
681.2	0.00353
681.4	0.00369
681.6	0.00381
681.8	0.00392
682.0	0.00401
682.2	0.00406
682.4	0.00408
682.6	0.00404
682.8	0.00401
683.0	0.00394
683.2	0.00383
683.4	0.00374
683.6	0.00361
683.8	0.00349
684.0	0.00334
684.2	0.0032
684.4	0.00306
684.6	0.00293
684.8	0.00282
685.0	0.00268
685.2	0.00258
685.4	0.00246
685.6	0.00236
685.8	0.00227
686.0	0.00219
686.2	0.00211
686.4	0.00204
686.6	0.00199
686.8	0.00192
687.0	0.00187
687.2	0.00182
687.4	0.00177
687.6	0.00174
687.8	0.0017
688.0	0.00167
688.2	0.00164
688.4	0.00161
688.6	0.0016
688.8	0.00158
689.0	0.00156
689.2	0.00156
689.4	0.00155
689.6	0.00155
689.8	0.00154
690.0	0.00155
690.2	0.00155
690.4	0.00156
690.6	0.00157
690.8	0.00158
691.0	0.0016
691.2	0.00163
691.4	0.00165
691.6	0.00168
691.8	0.0017
692.0	0.00173
692.2	0.00177
692.4	0.00181
692.6	0.00186
692.8	0.00191
693.0	0.00195
693.2	0.00201
693.4	0.00206
693.6	0.00212
693.8	0.00219
694.0	0.00228
694.2	0.00235
694.4	0.00243
694.6	0.00251
694.8	0.0026
695.0	0.00269
695.2	0.00278
695.4	0.00288
695.6	0.00297
695.8	0.00307
696.0	0.00316
696.2	0.00325
696.4	0.00335
696.6	0.00343
696.8	0.00354
697.0	0.00362
697.2	0.00369
697.4	0.00374
697.6	0.0038
697.8	0.00382
698.0	0.00386
698.2	0.00385
698.4	0.00385
698.6	0.00384
698.8	0.0038
699.0	0.00378
699.2	0.00373
699.4	0.00366
699.6	0.00359
699.8	0.00352
700.0	0.00342
700.2	0.00335
700.4	0.00326
700.6	0.00318
700.8	0.00309
701.0	0.00297
701.2	0.00289
701.4	0.00281
701.6	0.00273
701.8	0.00265
702.0	0.00258
702.2	0.0025
702.4	0.00242
702.6	0.00237
702.8	0.0023
703.0	0.00225
703.2	0.00218
703.4	0.00214
703.6	0.0021
703.8	0.00204
704.0	0.002
704.2	0.00196
704.4	0.00192
704.6	0.00189
704.8	0.00187
705.0	0.00184
705.2	0.00181
705.4	0.0018
705.6	0.00177
705.8	0.00176
706.0	0.00175
706.2	0.00174
706.4	0.00173
706.6	0.00173
706.8	0.00173
707.0	0.00173
707.2	0.00173
707.4	0.00173
707.6	0.00174
707.8	0.00174
708.0	0.00176
708.2	0.00178
708.4	0.00179
708.6	0.00181
708.8	0.00182
709.0	0.00185
709.2	0.00187
709.4	0.00191
709.6	0.00194
709.8	0.00198
710.0	0.00201
710.2	0.00205
710.4	0.00209
710.6	0.00214
710.8	0.00219
711.0	0.00223
711.2	0.00228
711.4	0.00234
711.6	0.00239
711.8	0.00244
712.0	0.0025
712.2	0.00257
712.4	0.00264
712.6	0.0027
712.8	0.00276
713.0	0.00283
713.2	0.00287
713.4	0.00292
713.6	0.00297
713.8	0.00302
714.0	0.00307
714.2	0.0031
714.4	0.00313
714.6	0.00313
714.8	0.00315
715.0	0.00313
715.2	0.0031
715.4	0.0031
715.6	0.00306
715.8	0.00303
716.0	0.00297
716.2	0.00292
716.4	0.00287
716.6	0.00279
716.8	0.00272
717.0	0.00265
717.2	0.00257
717.4	0.00249
717.6	0.00241
717.8	0.00235
718.0	0.00226
718.2	0.00218
718.4	0.00211
718.6	0.00203
718.8	0.00197
719.0	0.00189
719.2	0.00183
719.4	0.00174
719.6	0.00168
719.8	0.00162
720.0	0.00157
720.2	0.00152
720.4	0.00146
720.6	0.00142
720.8	0.00137
721.0	0.00133
721.2	0.00129
721.4	0.00126
721.6	0.00122
721.8	0.00119
722.0	0.00116
722.2	0.00113
722.4	0.00111
722.6	0.00108
722.8	0.00106
723.0	0.00104
723.2	0.00102
723.4	0.001
723.6	9.7415e-04
723.8	9.6665e-04
724.0	9.5227e-04
724.2	9.361e-04
724.4	9.2499e-04
724.6	9.1479e-04
724.8	9.0496e-04
725.0	8.9481e-04
725.2	8.8903e-04
725.4	8.8507e-04
725.6	8.8036e-04
725.8	8.7222e-04
726.0	8.7193e-04
726.2	8.6796e-04
726.4	8.6625e-04
726.6	8.6764e-04
726.8	8.6482e-04
727.0	8.6381e-04
727.2	8.6943e-04
727.4	8.7486e-04
727.6	8.8016e-04
727.8	8.8179e-04
728.0	8.9406e-04
728.2	8.9716e-04
728.4	9.0638e-04
728.6	9.1547e-04
728.8	9.2544e-04
729.0	9.3719e-04
729.2	9.4984e-04
729.4	9.6523e-04
729.6	9.7971e-04
729.8	9.9866e-04
730.0	0.00102
730.2	0.00105
730.4	0.00107
730.6	0.0011
730.8	0.00112
731.0	0.00115
731.2	0.00117
731.4	0.00121
731.6	0.00124
731.8	0.00127
732.0	0.00131
732.2	0.00135
732.4	0.00139
732.6	0.00144
732.8	0.00148
733.0	0.00153
733.2	0.00158
733.4	0.00163
733.6	0.00169
733.8	0.00176
734.0	0.00182
734.2	0.00188
734.4	0.00195
734.6	0.00202
734.8	0.00211
735.0	0.00216
735.2	0.00224
735.4	0.00232
735.6	0.0024
735.8	0.00248
736.0	0.00256
736.2	0.00264
736.4	0.0027
736.6	0.00277
736.8	0.00284
737.0	0.00287
737.2	0.00292
737.4	0.00294
737.6	0.00297
737.8	0.00299
738.0	0.00299
738.2	0.00296
738.4	0.00294
738.6	0.0029
738.8	0.00286
739.0	0.0028
739.2	0.00275
739.4	0.00268
739.6	0.0026
739.8	0.00253
740.0	0.00249
740.2	0.00246
740.4	0.00236
740.6	0.00227
740.8	0.00219
741.0	0.0021
741.2	0.00202
741.4	0.00194
741.6	0.00187
741.8	0.00179
742.0	0.00171
742.2	0.00164
742.4	0.00158
742.6	0.00151
742.8	0.00146
743.0	0.0014
743.2	0.00135
743.4	0.0013
743.6	0.00125
743.8	0.0012
744.0	0.00115
744.2	0.00112
744.4	0.00108
744.6	0.00105
744.8	0.00102
745.0	9.8603e-04
745.2	9.5788e-04
745.4	9.3261e-04
745.6	9.057e-04
745.8	8.8116e-04
746.0	8.5836e-04
746.2	8.3565e-04
746.4	8.1346e-04
746.6	7.957e-04
746.8	7.7434e-04
747.0	7.6092e-04
747.2	7.4901e-04
747.4	7.3006e-04
747.6	7.0954e-04
747.8	7.0466e-04
748.0	6.9171e-04
748.2	6.7706e-04
748.4	6.63e-04
748.6	6.617e-04
748.8	6.4913e-04
749.0	6.4358e-04
749.2	6.37e-04
749.4	6.2532e-04
749.6	6.1599e-04
749.8	6.1051e-04
750.0	6.0507e-04
750.2	5.9966e-04
750.4	5.9298e-04
750.6	5.8682e-04
750.8	5.8497e-04
751.0	5.8225e-04
751.2	5.7865e-04
751.4	5.7623e-04
751.6	5.7367e-04
751.8	5.6956e-04
752.0	5.6768e-04
752.2	5.677e-04
752.4	5.6781e-04
752.6	5.6776e-04
752.8	5.6716e-04
753.0	5.6792e-04
753.2	5.6971e-04
753.4	5.7018e-04
753.6	5.7143e-04
753.8	5.7526e-04
754.0	5.7797e-04
754.2	5.7996e-04
754.4	5.8044e-04
754.6	5.8215e-04
754.8	5.8696e-04
755.0	5.9273e-04
755.2	5.9906e-04
755.4	6.0399e-04
755.6	6.0845e-04
755.8	6.1197e-04
756.0	6.1772e-04
756.2	6.246e-04
756.4	6.3311e-04
756.6	6.411e-04
756.8	6.4813e-04
757.0	6.5525e-04
757.2	6.6261e-04
757.4	6.7212e-04
757.6	6.8332e-04
757.8	6.9688e-04
758.0	7.0918e-04
758.2	7.2137e-04
758.4	7.3491e-04
758.6	7.4809e-04
758.8	7.6077e-04
759.0	7.7479e-04
759.2	7.8918e-04
759.4	8.0286e-04
759.6	8.184e-04
759.8	8.359e-04
760.0	8.5702e-04
760.2	8.7597e-04
760.4	9.0073e-04
760.6	9.2126e-04
760.8	9.346e-04
761.0	9.6346e-04
761.2	9.8191e-04
761.4	0.00101
761.6	0.00103
761.8	0.00105
762.0	0.00108
762.2	0.00111
762.4	0.00114
762.6	0.00117
762.8	0.0012
763.0	0.00123
763.2	0.00127
763.4	0.00131
763.6	0.00134
763.8	0.00138
764.0	0.00141
764.2	0.00146
764.4	0.0015
764.6	0.00154
764.8	0.00158
765.0	0.00163
765.2	0.00168
765.4	0.00173
765.6	0.00177
765.8	0.00182
766.0	0.00187
766.2	0.00193
766.4	0.00198
766.6	0.00203
766.8	0.00208
767.0	0.00215
767.2	0.00221
767.4	0.00226
767.6	0.00232
767.8	0.00239
768.0	0.00245
768.2	0.0025
768.4	0.00257
768.6	0.00263
768.8	0.00267
769.0	0.00275
769.2	0.0028
769.4	0.00286
769.6	0.0029
769.8	0.00294
770.0	0.0029
770.2	0.00286
770.4	0.00291
770.6	0.00295
770.8	0.00299
771.0	0.00303
771.2	0.00306
771.4	0.00311
771.6	0.00313
771.8	0.00315
772.0	0.0032
772.2	0.0032
772.4	0.00324
772.6	0.00325
772.8	0.00327
773.0	0.00329
773.2	0.0033
773.4	0.0033
773.6	0.00332
773.8	0.00333
774.0	0.00333
774.2	0.00332
774.4	0.00332
774.6	0.00333
774.8	0.00332
775.0	0.00331
775.2	0.00331
775.4	0.00332
775.6	0.00331
775.8	0.00331
776.0	0.00329
776.2	0.00329
776.4	0.00329
776.6	0.00328
776.8	0.00325
777.0	0.00324
777.2	0.00325
777.4	0.00324
777.6	0.00323
777.8	0.00324
778.0	0.00321
778.2	0.00321
778.4	0.00321
778.6	0.0032
778.8	0.0032
779.0	0.00319
779.2	0.00318
779.4	0.00319
779.6	0.00317
779.8	0.00317
780.0	0.00319
780.2	0.00319
780.4	0.00319
780.6	0.00319
780.8	0.00319
781.0	0.00319
781.2	0.00319
781.4	0.00319
781.6	0.00322
781.8	0.00321
782.0	0.00322
782.2	0.00322
782.4	0.00323
782.6	0.00324
782.8	0.00325
783.0	0.00325
783.2	0.00327
783.4	0.00328
783.6	0.0033
783.8	0.0033
784.0	0.00332
784.2	0.00333
784.4	0.00334
784.6	0.00335
784.8	0.00337
785.0	0.00348
785.2	0.00346
785.4	0.00344
785.6	0.00349
785.8	0.00354
786.0	0.00356
786.2	0.00354
786.4	0.00354
786.6	0.0036
786.8	0.00365
787.0	0.00367
787.2	0.00366
787.4	0.00365
787.6	0.00374
787.8	0.00379
788.0	0.00377
788.2	0.00376
788.4	0.00381
788.6	0.00387
788.8	0.00392
789.0	0.0039
789.2	0.0039
789.4	0.00396
789.6	0.00403
789.8	0.00406
790.0	0.00401
790.2	0.00423
790.4	0.00425
790.6	0.00428
790.8	0.00432
791.0	0.00435
791.2	0.00438
791.4	0.00441
791.6	0.00444
791.8	0.00446
792.0	0.0045
792.2	0.00453
792.4	0.00457
792.6	0.0046
792.8	0.00462
793.0	0.00464
793.2	0.00468
793.4	0.00471
793.6	0.00475
793.8	0.00477
794.0	0.0048
794.2	0.00483
794.4	0.00484
794.6	0.00488
794.8	0.00491
795.0	0.00492
795.2	0.00491
795.4	0.0049
795.6	0.00489
795.8	0.0049
796.0	0.00494
796.2	0.00494
796.4	0.00498
796.6	0.00501
796.8	0.00501
797.0	0.00504
797.2	0.00508
797.4	0.0051
797.6	0.0051
797.8	0.00512
798.0	0.00515
798.2	0.00519
798.4	0.00521
798.6	0.00523
798.8	0.00527
799.0	0.00526
799.2	0.00527
799.4	0.0053
799.6	0.00532
799.8	0.00533
800.0	0.00535
800.2	0.00539
800.4	0.00539
800.6	0.00537
800.8	0.00541
801.0	0.00542
801.2	0.00542
801.4	0.00543
801.6	0.00548
801.8	0.00545
802.0	0.00545
802.2	0.00548
802.4	0.00548
802.6	0.0055
802.8	0.00551
803.0	0.0055
803.2	0.00551
803.4	0.00553
803.6	0.00553
803.8	0.00555
804.0	0.00551
804.2	0.00556
804.4	0.00554
804.6	0.00552
804.8	0.00554
805.0	0.00554
805.2	0.00553
805.4	0.00553
805.6	0.00552
805.8	0.0055
806.0	0.00551
806.2	0.0055
806.4	0.0055
806.6	0.00549
806.8	0.00551
807.0	0.00545
807.2	0.00548
807.4	0.00546
807.6	0.00545
807.8	0.00545
808.0	0.00543
808.2	0.00543
808.4	0.00538
808.6	0.00539
808.8	0.00535
809.0	0.00535
809.2	0.00533
809.4	0.00531
809.6	0.0053
809.8	0.0053
810.0	0.00526
810.2	0.00525
810.4	0.00523
810.6	0.00521
810.8	0.00519
811.0	0.00519
811.2	0.00515
811.4	0.00513
811.6	0.00513
811.8	0.00509
812.0	0.00507
812.2	0.00505
812.4	0.00503
812.6	0.00499
812.8	0.00499
813.0	0.00493
813.2	0.00493
813.4	0.00488
813.6	0.00489
813.8	0.00487
814.0	0.00484
814.2	0.00482
814.4	0.00481
814.6	0.00478
814.8	0.00474
815.0	0.00472
815.2	0.00468
815.4	0.00465
815.6	0.00461
815.8	0.00459
816.0	0.00459
816.2	0.00457
816.4	0.00455
816.6	0.00452
816.8	0.00451
817.0	0.00448
817.2	0.00446
817.4	0.00445
817.6	0.00444
817.8	0.0044
818.0	0.00441
818.2	0.00439
818.4	0.00436
818.6	0.00438
818.8	0.00435
819.0	0.00433
819.2	0.0043
819.4	0.0043
819.6	0.0043
819.8	0.00429
820.0	0.00427
820.2	0.00426
820.4	0.00424
820.6	0.00423
820.8	0.00423
821.0	0.00421
821.2	0.0042
821.4	0.00419
821.6	0.00418
821.8	0.00417
822.0	0.00417
822.2	0.00416
822.4	0.00417
822.6	0.00415
822.8	0.00415
823.0	0.00415
823.2	0.00413
823.4	0.00413
823.6	0.00412
823.8	0.00413
824.0	0.00413
824.2	0.00412
824.4	0.0041
824.6	0.00411
824.8	0.00411
825.0	0.00411
825.2	0.00411
825.4	0.00411
825.6	0.00411
825.8	0.0041
826.0	0.00412
826.2	0.0041
826.4	0.0041
826.6	0.00413
826.8	0.00411
827.0	0.00412
827.2	0.0041
827.4	0.00411
827.6	0.00411
827.8	0.00411
828.0	0.00411
828.2	0.00411
828.4	0.00411
828.6	0.00411
828.8	0.00412
829.0	0.0041
829.2	0.00412
829.4	0.00411
829.6	0.0041
829.8	0.00411
830.0	0.00411
830.2	0.00411
830.4	0.00409
830.6	0.00409
830.8	0.0041
831.0	0.00409
831.2	0.00407
831.4	0.00407
831.6	0.00408
831.8	0.00407
832.0	0.00406
832.2	0.00405
832.4	0.00403
832.6	0.00404
832.8	0.00401
833.0	0.00401
833.2	0.004
833.4	0.004
833.6	0.00398
833.8	0.00398
834.0	0.00396
834.2	0.00395
834.4	0.00393
834.6	0.00392
834.8	0.00389
835.0	0.00389
835.2	0.00386
835.4	0.00384
835.6	0.00381
835.8	0.00379
836.0	0.00377
836.2	0.00376
836.4	0.00373
836.6	0.00372
836.8	0.0037
837.0	0.00367
837.2	0.00366
837.4	0.00363
837.6	0.00361
837.8	0.00358
838.0	0.00356
838.2	0.00354
838.4	0.00353
838.6	0.0035
838.8	0.00348
839.0	0.00344
839.2	0.00343
839.4	0.0034
839.6	0.00337
839.8	0.00335
840.0	0.00333
