X111	X112	X121	X122	X211	X212	X221	X222	E111	E112	E121	E122	E211	E212	E221	E222	EX1	DIC1	EM1	EX2	DIC2	EM2
1.000000	0.749021	0.000000	0.250979	0.994594	0.000095	0.005406	0.999905	10.973574	0.510822	0.000002	0.171164	0.026706	0.001243	0.000145	13.104102	0	0	0	0	0	0
1.000000	0.754389	0.000000	0.245611	0.994594	0.000095	0.005406	0.999905	8.609354	0.400767	0.000001	0.130480	0.026706	0.001243	0.000145	13.104102	1	0	0	0	0	0
1.000000	0.773960	0.000000	0.226040	0.994594	0.000095	0.005406	0.999905	16.437127	0.765152	0.000002	0.223468	0.026706	0.001243	0.000145	13.104102	2	0	0	0	0	0
1.000000	0.782955	0.000000	0.217045	0.994594	0.000095	0.005406	0.999905	14.496476	0.674814	0.000002	0.187067	0.026706	0.001243	0.000145	13.104102	3	0	0	0	0	0
1.000000	0.776978	0.000000	0.223022	0.994594	0.000095	0.005406	0.999905	24.512067	1.141042	0.000004	0.327521	0.026706	0.001243	0.000145	13.104102	4	0	0	0	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.026706	0.001243	0.000145	13.104102	5	0	0	0	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.026706	0.001243	0.000145	13.104102	6	0	0	0	0	0
1.000000	0.777131	0.000000	0.222869	0.994594	0.000095	0.005406	0.999905	24.433332	1.137377	0.000004	0.326181	0.026706	0.001243	0.000145	13.104102	7	0	0	0	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000241	0.000011	0.000000	0.000003	0.026706	0.001243	0.000145	13.104102	8	0	0	0	0	0
1.000000	0.776952	0.000000	0.223048	0.994594	0.000095	0.005406	0.999905	25.134895	1.170035	0.000004	0.335895	0.026706	0.001243	0.000145	13.104102	9	0	0	0	0	0
1.000000	0.774087	0.000000	0.225913	0.994594	0.000095	0.005406	0.999905	0.000003	0.000000	0.000000	0.000000	0.026706	0.001243	0.000145	13.104102	10	0	0	0	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.026706	0.001243	0.000145	13.104102	11	0	0	0	0	0
1.000000	0.777131	0.000000	0.222869	0.994594	0.000095	0.005406	0.999905	24.433332	1.137377	0.000004	0.326181	0.026706	0.001243	0.000145	13.104102	12	0	0	0	0	0
1.000000	0.777590	0.000000	0.222410	0.994594	0.000095	0.005406	0.999905	0.000714	0.000033	0.000000	0.000010	0.026706	0.001243	0.000145	13.104102	13	0	0	0	0	0
1.000000	0.777069	0.000000	0.222931	0.994594	0.000095	0.005406	0.999905	24.869770	1.157693	0.000004	0.332127	0.026706	0.001243	0.000145	13.104102	14	0	0	0	0	0
1.000000	0.775202	0.000000	0.224798	0.994594	0.000095	0.005406	0.999905	23.343138	1.086628	0.000003	0.315108	0.026706	0.001243	0.000145	13.104102	15	0	0	0	0	0
1.000000	0.776718	0.000000	0.223282	0.994594	0.000095	0.005406	0.999905	24.598009	1.145043	0.000004	0.329163	0.026706	0.001243	0.000145	13.104102	16	0	0	0	0	0
1.000000	0.780836	0.000000	0.219164	0.994594	0.000095	0.005406	0.999905	19.487477	0.907146	0.000003	0.254616	0.026706	0.001243	0.000145	13.104102	17	0	0	0	0	0
1.000000	0.776629	0.000000	0.223371	0.994594	0.000095	0.005406	0.999905	19.590962	0.911964	0.000003	0.262296	0.026706	0.001243	0.000145	13.104102	18	0	0	0	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.026706	0.001243	0.000145	13.104102	19	0	0	0	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.026706	0.001243	0.000145	13.104102	20	0	0	0	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.026706	0.001243	0.000145	13.104102	21	0	0	0	0	0
1.000000	0.777003	0.000000	0.222997	0.994594	0.000095	0.005406	0.999905	0.000254	0.000012	0.000000	0.000003	0.026706	0.001243	0.000145	13.104102	22	0	0	0	0	0
1.000000	0.749021	0.000000	0.250979	0.994599	0.000095	0.005401	0.999905	10.973574	0.510822	0.000002	0.171164	0.025957	0.001208	0.000141	12.725200	0	0	0	1	0	0
1.000000	0.754389	0.000000	0.245611	0.994599	0.000095	0.005401	0.999905	8.609354	0.400767	0.000001	0.130480	0.025957	0.001208	0.000141	12.725200	1	0	0	1	0	0
1.000000	0.773960	0.000000	0.226040	0.994599	0.000095	0.005401	0.999905	16.437127	0.765152	0.000002	0.223468	0.025957	0.001208	0.000141	12.725200	2	0	0	1	0	0
1.000000	0.782955	0.000000	0.217045	0.994599	0.000095	0.005401	0.999905	14.496476	0.674814	0.000002	0.187067	0.025957	0.001208	0.000141	12.725200	3	0	0	1	0	0
1.000000	0.776978	0.000000	0.223022	0.994599	0.000095	0.005401	0.999905	24.512067	1.141042	0.000004	0.327521	0.025957	0.001208	0.000141	12.725200	4	0	0	1	0	0
1.000000	0.777003	0.000000	0.222997	0.994599	0.000095	0.005401	0.999905	0.000241	0.000011	0.000000	0.000003	0.025957	0.001208	0.000141	12.725200	5	0	0	1	0	0
1.000000	0.777003	0.000000	0.222997	0.994599	0.000095	0.005401	0.999905	0.000241	0.000011	0.000000	0.000003	0.025957	0.001208	0.000141	12.725200	6	0	0	1	0	0
1.000000	0.777131	0.000000	0.222869	0.994599	0.000095	0.005401	0.999905	24.433332	1.137377	0.000004	0.326181	0.025957	0.001208	0.000141	12.725200	7	0	0	1	0	0
1.000000	0.777003	0.000000	0.222997	0.994599	0.000095	0.005401	0.999905	0.000241	0.000011	0.000000	0.000003	0.025957	0.001208	0.000141	12.725200	8	0	0	1	0	0
1.000000	0.776952	0.000000	0.223048	0.994599	0.000095	0.005401	0.999905	25.134895	1.170035	0.000004	0.335895	0.025957	0.001208	0.000141	12.725200	9	0	0	1	0	0
1.000000	0.774087	0.000000	0.225913	0.994599	0.000095	0.005401	0.999905	0.000003	0.000000	0.000000	0.000000	0.025957	0.001208	0.000141	12.725200	10	0	0	1	0	0
1.000000	0.777003	0.000000	0.222997	0.994599	0.000095	0.005401	0.999905	0.000254	0.000012	0.000000	0.000003	0.025957	0.001208	0.000141	12.725200	11	0	0	1	0	0
1.000000	0.777131	0.000000	0.222869	0.994599	0.000095	0.005401	0.999905	24.433332	1.137377	0.000004	0.326181	0.025957	0.001208	0.000141	12.725200	12	0	0	1	0	0
1.000000	0.777590	0.000000	0.222410	0.994599	0.000095	0.005401	0.999905	0.000714	0.000033	0.000000	0.000010	0.025957	0.001208	0.000141	12.725200	13	0	0	1	0	0
1.000000	0.777069	0.000000	0.222931	0.994599	0.000095	0.005401	0.999905	24.869770	1.157693	0.000004	0.332127	0.025957	0.001208	0.000141	12.725200	14	0	0	1	0	0
1.000000	0.775202	0.000000	0.224798	0.994599	0.000095	0.005401	0.999905	23.343138	1.086628	0.000003	0.315108	0.025957	0.001208	0.000141	12.725200	15	0	0	1	0	0
1.000000	0.776718	0.000000	0.223282	0.994599	0.000095	0.005401	0.999905	24.598009	1.145043	0.000004	0.329163	0.025957	0.001208	0.000141	12.725200	16	0	0	1	0	0
1.000000	0.780836	0.000000	0.219164	0.994599	0.000095	0.005401	0.999905	19.487477	0.907146	0.000003	0.254616	0.025957	0.001208	0.000141	12.725200	17	0	0	1	0	0
1.000000	0.776629	0.000000	0.223371	0.994599	0.000095	0.005401	0.999905	19.590962	0.911964	0.000003	0.262296	0.025957	0.001208	0.000141	12.725200	18	0	0	1	0	0
1.000000	0.777003	0.000000	0.222997	0.994599	0.000095	0.005401	0.999905	0.000254	0.000012	0.000000	0.000003	0.025957	0.001208	0.000141	12.725200	19	0	0	1	0	0
1.000000	0.777003	0.000000	0.222997	0.994599	0.000095	0.005401	0.999905	0.000254	0.000012	0.000000	0.000003	0.025957	0.001208	0.000141	12.725200	20	0	0	1	0	0
1.000000	0.777003	0.000000	0.222997	0.994599	0.000095	0.005401	0.999905	0.000254	0.000012	0.000000	0.000003	0.025957	0.001208	0.000141	12.725200	21	0	0	1	0	0
1.000000	0.777003	0.000000	0.222997	0.994599	0.000095	0.005401	0.999905	0.000254	0.000012	0.000000	0.000003	0.025957	0.001208	0.000141	12.725200	22	0	0	1	0	0
1.000000	0.749021	0.000000	0.250979	0.994594	0.000095	0.005406	0.999905	10.973574	0.510822	0.000002	0.171164	0.025024	0.001165	0.000136	12.279473	0	0	0	2	0	0
1.000000	0.754389	0.000000	0.245611	0.994594	0.000095	0.005406	0.999905	8.609354	0.400767	0.000001	0.130480	0.025024	0.001165	0.000136	12.279473	1	0	0	2	0	0
