XF2029,595DRLP
Wavelength (nm),%T
692.0574341,92.94524384
691.0494385,92.95677948
690.0411377,92.71369934
689.0325317,92.26856232
688.0235596,92.53925323
687.0143433,92.5206604
686.0046997,92.30657196
684.994812,92.58211517
683.9845581,92.48458099
682.973999,92.33499146
681.9631348,92.08063507
680.9519043,92.06198883
679.9403687,91.82912445
678.9285278,92.025177
678.0609741,92.59306335
677.0485229,92.68558502
676.0357666,92.37654114
675.0227051,92.35917664
674.0092773,91.93518829
672.9956055,92.37697601
671.9815674,92.35412598
670.9671631,92.37918091
669.9525146,91.90105438
668.937561,92.28295898
668.0673218,91.93903351
667.0516968,92.30727386
666.0358276,91.93199921
665.0196533,92.28643799
664.0031128,91.25041962
662.9862671,91.92238617
661.9691162,91.72757721
660.9516602,91.81345367
659.9338989,92.28887177
659.0612793,92.30762482
658.0429688,92.58725739
657.024292,93.52514648
656.0053101,93.54927826
654.9860229,93.48055267
653.9664917,94.36306
652.9465942,94.95581818
652.0721436,94.95980072
651.0516357,95.80633545
650.0308838,96.2282486
649.0098267,96.48381805
647.9884033,96.98623657
646.9667358,97.11849976
645.9447021,97.26908875
645.0684814,97.5759201
644.0458984,97.18711853
643.0230713,97.15494537
641.9998779,96.01770782
640.9763794,95.63175201
639.9526367,95.24180603
638.9285278,94.36442566
638.0505371,93.82159424
637.0258789,92.25879669
636.0009155,91.244133
634.975708,89.82845306
633.9501343,88.6840744
633.0708618,88.12458801
632.0447998,86.9487381
631.0183716,86.48460388
629.9916992,85.36685944
628.9647217,84.9553833
627.937439,84.40858459
627.0566406,84.12780762
626.0288086,83.96295166
625.0006714,83.99766541
623.972229,84.11305237
622.9435425,84.54879761
622.0615234,84.52175903
621.0322876,85.74503326
620.0026855,86.62355804
618.9728394,87.03939056
617.942688,88.26199341
617.0595093,88.52030182
616.0288086,89.5869751
614.9978027,90.97678375
613.9665527,91.59714508
612.9349976,92.08721161
612.0505981,92.34119415
611.0184937,93.04749298
609.986084,93.05631256
608.9534302,92.56430054
608.0680542,91.68412781
607.0348511,91.25014496
606.0013428,89.38934326
604.9675903,88.67185211
603.9335327,86.09809875
603.046936,82.98448181
602.0123291,79.14605713
600.977478,76.93531036
599.9423218,72.39742279
599.0548096,69.15065765
598.019104,63.52866364
596.9831543,59.65548706
595.9468994,52.99386978
595.0584717,47.47052002
594.0216675,41.59912109
592.9846191,35.99118042
591.9473267,30.06695175
591.0579224,27.17564774
590.0200806,22.17872238
588.9819336,18.51033401
587.9435425,15.48027229
587.0532837,13.89534283
586.0143433,11.73043156
584.9751587,9.384074211
583.9356689,8.270792961
583.0444336,7.023335457
582.0044556,6.129314423
580.9642334,5.407737732
580.0723267,4.836474419
579.0315552,4.253491879
577.9905396,3.486747026
576.9492188,3.110884905
576.0564575,2.88856411
575.0145874,2.444824696
573.9725342,2.165592432
572.9301147,2.028555393
572.036499,2.057140112
570.9935913,1.87455523
569.9504395,1.796955585
569.0561523,1.542947412
568.0125122,1.59339118
566.9685669,1.412605405
566.0736084,1.446511745
565.0292358,1.149866819
563.9845581,1.344683528
562.9395752,1.357470632
562.0437622,1.280182242
560.998291,1.429750204
559.9526367,1.357094526
559.0560913,1.250001311
558.0098877,1.223949313
556.9634399,1.370989323
556.0662842,1.371677876
555.0193481,1.464739203
553.972168,1.503191948
553.0743408,1.606843233
552.0266724,1.720764279
550.9787598,2.086591005
549.930542,2.3283391
549.0318604,2.434028387
547.9832153,2.856968164
546.9342651,3.20164299
546.0349731,3.83494091
544.9855347,4.714634418
543.9358521,5.876233101
543.0359497,6.697020054
541.9857788,8.453282356
540.9353638,11.1901207
540.03479,15.96843433
538.9838867,21.32362175
537.9328003,29.41449928
537.0316162,36.19797897
535.9799805,44.69193268
534.9281006,51.97154999
534.0263062,56.00380325
532.973999,57.23140717
532.0717773,59.32069397
531.0189819,61.24287415
529.9659424,61.8841095
529.0631104,59.35819244
528.0095825,52.97005844
526.9558716,45.19158554
526.0524292,40.39661407
524.9981689,38.04805374
523.9437256,37.72861481
523.0396729,39.28160477
521.9847412,41.97859192
520.9295654,46.25708389
520.0249634,50.26286316
518.9692993,56.18613434
518.06427,62.38102722
517.0081787,69.76885986
515.9518433,75.82980347
515.0462646,78.72051239
513.9894409,77.4153595
512.9324341,72.74850464
512.0261841,65.65148926
510.96875,56.43556213
510.0621338,50.09587479
509.0042114,44.84708023
507.9460449,41.37636566
507.0388489,40.16064453
505.9802551,39.7399559
505.0726624,40.59862137
504.0136108,43.0317688
502.9543457,47.46800232
502.0461731,51.60797119
500.9864502,59.13999176
499.9264832,69.14149475
499.0177307,79.45555878
497.9573364,85.62757874
497.0482483,86.70854187
495.9873962,80.7549057
494.9263,69.84205627
494.0166321,57.21755219
492.9551392,47.07777023
492.0450745,41.32385635
490.9831238,36.04829407
490.0727234,31.94201279
489.0103455,29.25465775
487.9477234,27.84008026
487.0367432,27.69078636
485.9737244,28.71166229
485.0623779,30.5704174
483.9989014,33.74818039
482.9352417,40.59526825
482.0233154,52.61740875
480.9592285,65.8097229
480.046936,76.6961441
478.9824219,83.10183716
478.0697937,80.59082794
477.0048218,69.4491272
475.9396667,52.09204483
475.0264893,44.10454941
473.9608765,35.31605911
473.0473328,30.60353088
471.9813538,25.1808548
471.0674438,22.89661407
470.0010376,22.30743027
468.9343872,22.95950317
468.0199585,24.36293793
466.9529114,29.35642052
466.0381165,38.33437729
464.9706421,50.70785904
464.0555115,57.58237839
462.9876404,59.46453094
462.0721436,55.26474762
461.0038757,46.69275665
459.9353943,34.17889404
459.0193787,23.70357895
457.95047,14.66625309
457.0341187,10.86453438
455.9648132,7.401517868
455.0480957,5.361663342
453.9784241,3.911264896
453.0613708,3.215794563
451.991272,2.725967646
451.0738831,2.448408127
450.0033875,2.154517174
448.9327087,2.026134253
448.0147705,1.841062903
446.9436951,1.806682706
446.0254517,1.843129873
444.953949,1.85665226
444.0353699,1.940384865
442.963501,2.145153522
442.0445862,2.334854126
440.9723206,2.573853254
440.0530701,2.869904041
438.9804382,3.322969437
438.0608521,4.032182693
436.9878235,4.847677231
436.0679321,5.82450819
434.9945068,7.045118332
434.0742798,8.655900955
433.0004883,11.94062519
431.9264832,15.5880022
431.0057373,19.16080284
429.931366,25.09936333
429.0103149,29.08728409
427.9355469,35.06670761
427.0141907,42.27516937
425.9390564,47.87409973
425.017334,53.99910736
423.9418335,59.46094894
423.0198364,64.85852051
421.9439392,72.62966919
421.0216064,76.18744659
419.9453735,81.98104095
419.0227356,84.67950439
417.946106,86.04292297
417.0231323,85.07579803
415.946167,82.69676208
415.0228882,79.81330109
413.9455566,78.31816101
413.0219727,77.13670349
411.9442444,76.82929993
411.0203552,77.22099304
409.9422913,78.47754669
409.0180664,79.21525574
407.9396667,80.2879715
407.0151367,80.65358734
405.9363708,81.01187897
405.0115356,80.54589081
403.9324036,80.23734283
403.0072937,79.36489105
401.9277954,77.43166351
401.0023499,75.13631439
400.0767822,71.40380859
398.9967957,66.73254395
398.0709229,64.04920197
396.9905701,61.32221222
396.0644226,60.32081985
394.9837036,61.085392
394.057251,61.97021484
392.9761963,60.27039337
392.0494385,56.31157303
390.9680481,48.2325325
390.0409851,41.63100052
388.959259,35.80733109
388.0319214,33.58980179
386.9498596,32.84525299
386.0222168,30.98361778
384.9397888,25.8645153
384.0118713,17.61073494
382.9291382,10.7818079
382.0009155,6.75085783
381.0725708,4.161690712
379.9893188,2.409993887
379.0606995,1.532582045
377.9771118,1.129650831
377.0482178,0.901712298
375.9642944,0.807466447
375.0350952,0.657947183
373.9508667,0.776643574
373.0213928,0.801199198
371.9368286,0.805307388
371.0070801,1.009073615
370.077179,1.366167665
368.992157,2.106040955
368.0619812,2.71717
366.9766235,3.328421354
366.0461731,3.537572861
364.9605103,3.495857239
364.0297852,3.408738136
362.9437866,3.044924498
362.0127869,2.689450741
360.9264832,2.148629427
359.9952087,1.663132191
359.0638428,1.246370316
357.9770508,1.017873645
357.0454102,0.683647871
355.958313,0.476498544
355.0263977,0.204128057
353.9389954,0.248954326
353.0068054,0.010133239
352.0744934,0.16574505
350.9866333,0.030889997
350.0540466,0.033708081
348.9658813,-0.090177238
348.0330505,-0.232451201
346.9445801,0.018233845
346.0114746,0.026183316
344.9227295,-0.157585919
343.9893494,-0.160844699
343.0558777,-0.010500245
341.9666748,0
341.0329285,-0.046175729
339.9434204,0.036638942
339.0094299,0.009831219
338.0753174,-0.122799225
336.9853821,-0.030512415
336.0509949,-0.029451313
334.9607544,0.019023666
334.0261536,-0.07968469
332.9356079,-0.094018355
332.0007629,-0.021270053
331.0657654,0.010418524
329.974823,-0.071559556
329.0395813,-0.048898201
327.9483337,0.073663205
327.0128479,0.100781888
326.0772705,-0.047769975
324.9855957,-0.034978881
324.0497742,-0.165893808
322.9578247,-0.108875126
322.0217285,0.075817414
320.9295044,0.105141141
319.9931946,-0.041385535
319.0567627,-0.025253739
317.9641113,-0.008325701
317.0274353,-0.03355933
315.9345093,-0.099946313
314.9976196,0.00780256
314.0606079,-0.102673531
312.9672852,-0.140400469
312.0300293,-0.011681614
310.9364319,-0.05819121
309.9989319,-0.123580463
309.0613403,-0.137903333
307.9673462,-0.095334932
307.0295105,-0.096634522
305.9352722,-0.080470435
304.9971924,-0.072259881
304.0590515,-0.032457836
302.964386,-0.009297033
302.026001,-0.032435086
300.9310608,-0.065763928
299.9924622,-0.042606715
