XF2045,400-485-580TBDR
Wavelength (nm),%T
699.9995117,0.809393168
698.9937134,0.812762678
697.9876099,0.976991296
696.9812012,1.045866251
695.9744263,0.975824058
694.9672852,1.125471354
693.9598999,1.083652854
692.9521484,1.006989121
691.9440308,1.350360751
690.9356079,1.376731753
690.0710449,1.642879844
689.0620117,1.725777745
688.0526733,1.934357882
687.0429688,2.331411362
686.03302,2.298926115
685.0227051,2.825797081
684.0120239,3.441879988
683.0010986,3.825797796
681.9898071,4.39886713
680.9782104,5.342372894
679.9663086,6.524456501
678.9540405,8.069687843
677.9414673,9.939359665
676.9285889,12.06609344
676.0601196,14.77255344
675.0466309,18.23640823
674.0328369,21.58365822
673.0187378,26.3376503
672.0043335,31.77363968
670.989563,36.93883896
669.9744873,40.91330338
668.9591064,45.45051575
667.9434204,48.25374222
666.9273682,50.19662476
666.0562744,53.05858994
665.0396729,57.16846466
664.0227661,60.38143539
663.0055542,65.2861557
661.9879761,67.90501404
660.9701538,69.72640991
659.9519653,70.70801544
658.9334717,70.34719849
658.0602417,68.38999176
657.0411987,64.7996521
656.0218506,62.46696854
655.0021973,60.44644547
653.9821777,60.12725067
652.9619141,60.61781693
651.9412842,61.92108917
651.0662842,63.60599518
650.045105,65.74212646
649.0236206,68.38648987
648.0018311,70.92777252
646.9797363,73.27544403
645.9573364,75.6124115
644.9346313,78.42530823
644.0578003,80.39539337
643.0345459,82.13235474
642.0109863,82.57954407
640.9871216,82.76728058
639.9628906,81.56668854
638.9384155,80.88679504
638.0600586,80.64434814
637.0350342,79.88746643
636.0097046,79.5161972
634.9840698,79.24149323
633.9581299,79.60588837
632.9318848,80.3371582
632.052002,81.09204102
631.0252686,82.49993896
629.9981689,85.21607208
628.9707642,86.83462524
627.9430542,88.58578491
627.0619507,90.26799011
626.0337524,91.27394867
625.005188,91.44908142
623.9763794,91.57244873
622.9472656,90.91559601
622.0649414,89.39517975
621.0352783,88.84140015
620.0053101,87.50992584
618.9750977,85.14454651
617.944519,83.69251251
617.0609741,82.54063416
616.0299072,81.51508331
614.9985352,81.77846527
613.9668579,82.06910706
612.9348755,83.24459839
612.0501709,83.7243576
611.0176392,85.3730011
609.9848633,87.10941315
608.9517822,88.62682343
608.0661011,90.27577972
607.0324707,91.65110016
605.9985962,92.2401123
604.9644165,92.50614929
603.9299927,92.61154175
603.0430908,91.87458801
602.0080566,90.34763336
600.9728394,88.2760849
599.9372559,85.78308105
599.0494385,83.43684387
598.0133057,79.78326416
596.9769897,74.48057556
595.9403076,67.61412811
595.0515747,59.51496506
594.0144043,52.95020294
592.9769287,44.21470642
591.939209,38.40542984
591.0494995,31.43434906
590.0112305,25.73068428
588.9727173,20.95133781
587.93396,16.88236237
587.043335,14.6393404
586.0039673,12.36840153
584.9644165,10.18328762
584.0731201,8.311910629
583.03302,7.155589104
581.9926147,6.322766304
580.9519653,5.622627735
580.0597534,4.954947472
579.0185547,4.491417408
577.9771729,3.981338739
576.9354248,3.903389454
576.0422974,3.596781492
575.0001221,3.199017525
573.9576416,3.289498329
573.0638428,3.271747828
572.020874,3.246511221
570.9776001,3.255963802
569.934082,3.361467361
569.0393677,3.565001011
567.9953613,3.780798912
566.9510498,3.983653784
566.0557251,4.616789341
565.0109253,4.956782341
563.9658813,5.446213722
563.0698853,6.295785904
562.024353,7.264351845
560.9785156,8.486480713
559.9324341,10.83261967
559.0355835,13.64866161
557.9890137,17.21674538
556.9421997,21.28411484
556.0446777,25.80490494
554.9973755,32.00419998
553.9497681,39.27578735
553.0516357,47.47651291
552.00354,54.63160706
550.9552002,63.80802917
550.0564575,67.94914246
549.0076294,72.67736816
547.9585571,75.54330444
547.0591431,75.88071442
546.0095825,74.7177124
544.9597778,71.98997498
544.0597534,70.21087646
543.0094604,68.71663666
541.9589233,68.2118454
541.0582275,69.27041626
540.0072021,72.49186707
538.9559326,75.34405518
538.0546265,78.09915161
537.0028687,81.13870239
535.9508667,83.98984528
535.0489502,86.67537689
533.996521,88.28240967
532.9437866,88.59810638
532.0412598,88.98307037
530.9880371,88.93211365
529.9346313,88.89319611
529.0314331,88.74698639
527.9775391,88.94314575
527.0740356,89.27949524
526.0196533,89.42825317
524.9650269,89.30463409
524.0608521,88.08435059
523.0057983,87.83644867
521.9505005,86.6727829
521.0457153,85.83796692
519.9899292,85.21468353
518.9338989,85.10364532
518.0285645,85.38830566
516.9721069,86.41733551
516.0663452,88.2339325
515.0093994,89.98763275
513.9522095,91.84042358
513.0458984,93.16770935
511.9882507,93.51378632
510.9303894,93.26409912
510.023468,93.03509521
508.9651489,92.63982391
508.0578308,92.77784729
506.9990845,92.12361145
505.9400635,89.73142242
505.0321655,85.46829987
503.9727173,75.82572174
503.0644531,66.30020142
502.0045471,52.92420197
500.9444275,38.12494278
500.0355835,28.46688843
498.9750061,20.7142601
498.0657959,15.34307861
497.0047913,11.33668804
495.9435425,8.171798706
495.0337524,5.977982044
493.9720764,4.998755932
493.0618896,3.914636374
491.9997864,3.386955261
490.9374695,2.883043051
490.0267334,2.577118635
488.9639587,2.278645039
488.0528259,2.144774675
486.9896545,2.066519022
485.926239,2.019933462
485.0145569,2.065271616
483.9507141,2.187984467
483.0386658,2.397011757
481.9743958,2.737942457
481.0619812,3.260217905
479.9972839,4.023270607
478.932373,5.155481815
478.0194092,7.270680904
476.954071,10.45810604
476.0407715,15.11672115
474.9750061,22.37390709
474.0613403,32.18111801
472.9951477,43.05712128
471.928772,57.56645966
471.0145569,65.41057587
469.9477539,69.80223083
469.0331726,69.65966797
467.9659424,65.08518219
467.0510254,56.79341507
465.9833984,53.47262573
465.0681152,54.87559509
464.000061,59.15770721
462.9318237,66.12799835
462.0159912,75.16986084
460.9473267,84.60987091
460.031189,88.33210754
458.9621277,90.62464905
458.0455933,89.37715912
456.9761353,86.04022217
456.0592957,82.09468079
454.9894104,80.98110199
454.0722351,81.37902832
453.0019531,82.741745
451.931488,84.82318878
451.0137634,86.08794403
449.9429016,86.1566391
449.0248413,84.13570404
447.9535828,80.15592957
447.0351868,77.72792816
445.9635315,74.48301697
445.0447998,72.98625946
443.9727478,74.06716156
443.0536804,76.93977356
441.9812317,80.20028687
441.0618286,81.89458466
439.9890137,78.17462921
439.0693054,68.67644501
437.9960938,51.29706192
437.0760193,40.81643677
436.0024414,31.52024078
434.9286194,21.69105911
434.0080872,15.04008484
432.9338989,11.74572277
432.0130005,9.533158302
430.938446,8.083410263
430.0172424,7.264714718
428.9422913,6.904025555
428.0207825,6.982783794
426.9454651,7.596631527
426.0235901,8.897370338
424.9479065,10.73503113
424.0257568,14.04922867
422.9496765,19.11290741
422.0271912,24.65032196
420.9507751,29.35801506
420.0279541,30.85118866
418.9511719,30.15969086
418.0280457,26.51864243
416.9508667,22.69334412
416.0274353,20.71445274
414.9499207,19.05585098
414.0261536,17.59210968
412.9482727,16.61466599
412.0242004,15.13817024
410.9459534,13.67761612
410.0215759,12.03862476
408.9429932,10.81863976
408.0183105,9.566407204
406.9393311,8.072577477
406.0143433,7.190734863
404.9350281,6.343738079
404.0097351,5.739294529
402.9300537,4.87541914
402.0044556,3.965685129
400.9244385,3.103467703
399.9985352,2.642981768
399.0725098,2.140173674
397.9919739,1.537858725
397.0656433,1.141048908
395.9847412,0.614262581
395.0581055,0.375264823
393.9768677,0.070550628
393.0499268,0.038290191
391.9683533,0.041038532
391.0411377,-0.029011639
389.959198,0.019199876
389.0317078,-0.026706053
387.9494324,-0.02882012
387.0216064,0.02501262
385.9390259,0.024411054
385.0109253,0.017080799
383.9279785,-0.073731124
382.9995728,-0.109101608
382.0710754,0.056155644
380.9876404,0.034105364
380.0588379,0.110417895
378.9750671,0.030606236
378.0459595,0.022156114
376.961853,0.132318333
376.0325012,0.090577863
374.9480591,0.038212053
374.0184021,0.111532547
372.9336548,0.090783678
372.0037231,0.015772264
371.0736389,0.122429118
369.9884033,0.123427331
369.058075,0.047768712
367.9725037,-0.052518252
367.0419006,-0.044228911
365.9559937,0.044207986
365.025116,0.102433257
363.9389038,-0.056038924
363.0077515,-0.009922486
362.0764465,-0.023621181
360.9897766,-0.030008826
360.0582275,-0.02246212
358.9712219,-0.023469139
358.0393982,-0.024504406
356.9520874,-0.04994766
356.019989,0.115142576
354.932373,0.016267486
354,-0.028486798
353.0675354,-0.027744455
351.9794617,-0.082531564
351.0466919,0
349.958313,-0.13395071
349.0252991,-0.105397739
347.936615,0.059600431
347.0033569,-0.112411767
346.0699463,-0.095087335
344.9808044,-0.090650834
344.0471497,-0.088505991
342.9577332,0.010836375
342.0238037,0.010775237
340.934082,-0.021429377
339.9999084,-0.076952986
339.0656128,0.021362133
337.9754639,-0.046652455
337.0408936,-0.085436769
335.9504395,0.032437537
335.0156555,-0.037518721
333.9248962,-0.025992045
332.9898376,0.035670873
332.0546875,-0.024837421
330.963501,-0.106783301
330.0280762,-0.044775449
328.936615,0.034058131
328.000946,0.063536942
327.0651855,0
325.9732971,-0.065737113
325.037262,-0.074065976
323.9450989,0.062551387
323.0088196,0.010706884
322.0724487,0.099874206
320.9798584,-0.035908163
320.0432434,-0.023651287
318.9503784,-0.052776232
318.0135193,-0.06662859
317.0765381,-0.007910457
315.9832764,-0.110160142
315.046051,-0.039023686
313.9525146,-0.076161847
313.0150757,0.037717387
312.0775146,-0.035969321
310.983551,-0.05539361
310.0457764,-0.011147288
308.9515381,-0.043530688
308.0135193,-0.081131741
307.0754089,-0.068564974
305.9807739,-0.169958979
305.0424194,0.011218943
303.9475403,-0.086926416
303.0089722,-0.116247729
302.070282,-0.068390265
300.9750061,0.017691461
300.0360718,0.008290714
