 
320	1,271	   
320,5	1,392	   
321	0,9675	   
321,5	0,0046	   
322	0,38	   
322,5	1,251	   
323	0,5786	   
323,5	1,032	   
324	0,9565	   
324,5	1,525	   
325	0,6895	   
325,5	0,3769	   
326	1,54	   
326,5	0,955	   
327	0,3916	   
327,5	0,8543	   
328	0,2852	   
328,5	0,601	   
329	0,2869	   
329,5	0,5804	   
330	0,7399	   
330,5	0,4565	   
331	0,4835	   
331,5	0,65	   
332	0,5561	   
332,5	0,4017	   
333	0,5343	   
333,5	0,6097	   
334	0,2946	   
334,5	0,5033	   
335	0,4741	   
335,5	0,4748	   
336	0,1081	   
336,5	0,4353	   
337	0,7004	   
337,5	0,3408	   
338	0,3864	   
338,5	0,3886	   
339	0,2603	   
339,5	0,38	   
340	0,3571	   
340,5	0,3371	   
341	0,0702	   
341,5	0,5018	   
342	0,6545	   
342,5	0,2922	   
343	0,5392	   
343,5	0,33	   
344	0,3718	   
344,5	0,3817	   
345	0,4768	   
345,5	0,4103	   
346	0,2553	   
346,5	0,2843	   
347	0,2263	   
347,5	0,3752	   
348	0,0046	   
348,5	0,4386	   
349	0,175	   
349,5	0,4511	   
350	0,312	   
350,5	0,4019	   
351	0,1973	   
351,5	0,2719	   
352	0,386	   
352,5	0,2753	   
353	0,249	   
353,5	0,4172	   
354	0,2982	   
354,5	0,4149	   
355	0,4197	   
355,5	0,3942	   
356	0,4179	   
356,5	0,3577	   
357	0,5654	   
357,5	0,4231	   
358	0,5998	   
358,5	0,4427	   
359	0,3788	   
359,5	0,5887	   
360	0,6003	   
360,5	0,7265	   
361	0,5589	   
361,5	0,6251	   
362	0,6309	   
362,5	0,591	   
363	0,6405	   
363,5	0,7388	   
364	0,6568	   
364,5	0,71	   
365	0,7041	   
365,5	0,6992	   
366	0,7383	   
366,5	0,7821	   
367	0,7885	   
367,5	0,7239	   
368	0,7449	   
368,5	0,8467	   
369	0,865	   
369,5	0,8512	   
370	0,8667	   
370,5	0,7322	   
371	0,7251	   
371,5	0,7103	   
372	0,5996	   
372,5	0,5676	   
373	0,5886	   
373,5	0,5333	   
374	0,4492	   
374,5	0,5382	   
375	0,3441	   
375,5	0,3784	   
376	0,2495	   
376,5	0,2616	   
377	0,2755	   
377,5	0,2065	   
