Typical Measured Spectrum of Semrock FF01-550/49 Optical Filter		
For wavelengths between 320 and 1120 nm, values near or below 3e-7 (Optical Density 6.5) are measurement noise limited.		
For wavelengths < 320 nm and > 1120 nm, values near or below 3e-6 (Optical Density 5.5) are measurement noise limited. 		
Data format:  Wavelength (nm) <tab> Transmission (0 to 1)		
422,8	2,43E-08	2,43E-06
423	2,64E-08	2,64E-06
423,2	2,86E-08	2,86E-06
423,4	3,11E-08	3,11E-06
423,6	3,37E-08	3,37E-06
423,8	3,66E-08	3,66E-06
424	3,97E-08	3,97E-06
424,2	4,31E-08	4,31E-06
424,4	4,68E-08	4,68E-06
424,6	5,08E-08	5,08E-06
424,8	5,52E-08	5,52E-06
425	5,99E-08	5,99E-06
425,2	6,50E-08	6,50E-06
425,4	7,06E-08	7,06E-06
425,6	7,67E-08	7,67E-06
425,8	8,32E-08	8,32E-06
426	9,04E-08	9,04E-06
426,2	9,81E-08	9,81E-06
426,4	1,24E-07	1,24E-05
426,6	1,63E-07	1,63E-05
426,8	2,15E-07	2,15E-05
427	2,83E-07	2,83E-05
427,2	2,96E-07	2,96E-05
427,4	3,09E-07	3,09E-05
427,6	3,24E-07	3,24E-05
427,8	3,38E-07	3,38E-05
428	3,54E-07	3,54E-05
428,2	3,70E-07	3,70E-05
428,4	3,87E-07	3,87E-05
428,6	4,04E-07	4,04E-05
428,8	4,23E-07	4,23E-05
429	4,42E-07	4,42E-05
429,2	4,62E-07	4,62E-05
429,4	4,84E-07	4,84E-05
429,6	5,06E-07	5,06E-05
429,8	5,29E-07	5,29E-05
430	5,53E-07	5,53E-05
430,2	5,79E-07	5,79E-05
430,4	6,13E-07	6,13E-05
430,6	6,49E-07	6,49E-05
430,8	6,87E-07	6,87E-05
431	7,28E-07	7,28E-05
431,2	7,70E-07	7,70E-05
431,4	8,16E-07	8,16E-05
431,6	8,64E-07	8,64E-05
431,8	9,15E-07	9,15E-05
432	9,68E-07	9,68E-05
432,2	1,03E-06	1,03E-04
432,4	1,09E-06	1,09E-04
432,6	1,15E-06	1,15E-04
432,8	1,22E-06	1,22E-04
433	1,29E-06	1,29E-04
433,2	1,36E-06	1,36E-04
433,4	1,44E-06	1,44E-04
433,6	1,53E-06	1,53E-04
433,8	1,62E-06	1,62E-04
434	1,68E-06	1,68E-04
434,2	1,71E-06	1,71E-04
434,4	1,73E-06	1,73E-04
434,6	1,76E-06	1,76E-04
434,8	1,79E-06	1,79E-04
435	1,82E-06	1,82E-04
435,2	1,85E-06	1,85E-04
435,4	1,88E-06	1,88E-04
435,6	1,91E-06	1,91E-04
435,8	1,95E-06	1,95E-04
436	1,98E-06	1,98E-04
436,2	2,01E-06	2,01E-04
436,4	2,04E-06	2,04E-04
436,6	2,08E-06	2,08E-04
436,8	2,11E-06	2,11E-04
437	2,15E-06	2,15E-04
437,2	2,18E-06	2,18E-04
437,4	2,22E-06	2,22E-04
437,6	2,26E-06	2,26E-04
437,8	2,31E-06	2,31E-04
438	2,36E-06	2,36E-04
438,2	2,42E-06	2,42E-04
438,4	2,47E-06	2,47E-04
438,6	2,53E-06	2,53E-04
438,8	2,59E-06	2,59E-04
439	2,65E-06	2,65E-04
439,2	2,71E-06	2,71E-04
439,4	2,77E-06	2,77E-04
439,6	2,83E-06	2,83E-04
439,8	2,90E-06	2,90E-04
440	2,97E-06	2,97E-04
440,2	3,04E-06	3,04E-04
440,4	3,11E-06	3,11E-04
440,6	3,18E-06	3,18E-04
440,8	3,25E-06	3,25E-04
441	3,33E-06	3,33E-04
441,2	3,40E-06	3,40E-04
441,4	3,46E-06	3,46E-04
441,6	3,50E-06	3,50E-04
441,8	3,54E-06	3,54E-04
442	3,59E-06	3,59E-04
442,2	3,63E-06	3,63E-04
442,4	3,67E-06	3,67E-04
442,6	3,71E-06	3,71E-04
442,8	3,76E-06	3,76E-04
443	3,80E-06	3,80E-04
443,2	3,85E-06	3,85E-04
443,4	3,89E-06	3,89E-04
443,6	3,94E-06	3,94E-04
443,8	3,99E-06	3,99E-04
444	4,03E-06	4,03E-04
444,2	4,08E-06	4,08E-04
444,4	4,13E-06	4,13E-04
444,6	4,18E-06	4,18E-04
444,8	4,23E-06	4,23E-04
445	4,28E-06	4,28E-04
445,2	3,06E-06	3,06E-04
445,4	2,18E-06	2,18E-04
445,6	1,56E-06	1,56E-04
445,8	1,11E-06	1,11E-04
446	7,92E-07	7,92E-05
446,2	5,65E-07	5,65E-05
446,4	4,03E-07	4,03E-05
446,6	2,87E-07	2,87E-05
446,8	2,05E-07	2,05E-05
447	1,46E-07	1,46E-05
447,2	1,04E-07	1,04E-05
447,4	7,44E-08	7,44E-06
447,6	7,32E-08	7,32E-06
447,8	7,46E-08	7,46E-06
448	7,60E-08	7,60E-06
448,2	7,74E-08	7,74E-06
448,4	7,89E-08	7,89E-06
448,6	8,04E-08	8,04E-06
448,8	8,19E-08	8,19E-06
449	8,34E-08	8,34E-06
449,2	8,50E-08	8,50E-06
449,4	8,66E-08	8,66E-06
449,6	8,82E-08	8,82E-06
449,8	8,98E-08	8,98E-06
450	9,15E-08	9,15E-06
450,2	9,32E-08	9,32E-06
450,4	9,50E-08	9,50E-06
450,6	9,68E-08	9,68E-06
450,8	9,86E-08	9,86E-06
451	9,84E-08	9,84E-06
451,2	9,17E-08	9,17E-06
451,4	8,54E-08	8,54E-06
451,6	7,96E-08	7,96E-06
451,8	7,42E-08	7,42E-06
452	6,91E-08	6,91E-06
452,2	6,44E-08	6,44E-06
452,4	6,00E-08	6,00E-06
452,6	5,59E-08	5,59E-06
452,8	5,21E-08	5,21E-06
453	4,85E-08	4,85E-06
453,2	4,52E-08	4,52E-06
453,4	4,21E-08	4,21E-06
453,6	3,93E-08	3,93E-06
453,8	3,66E-08	3,66E-06
454	3,41E-08	3,41E-06
454,2	3,18E-08	3,18E-06
454,4	2,96E-08	2,96E-06
454,6	2,76E-08	2,76E-06
454,8	2,57E-08	2,57E-06
455	2,39E-08	2,39E-06
455,2	2,23E-08	2,23E-06
455,4	2,08E-08	2,08E-06
455,6	1,94E-08	1,94E-06
455,8	1,80E-08	1,80E-06
456	1,73E-08	1,73E-06
456,2	1,84E-08	1,84E-06
456,4	1,96E-08	1,96E-06
456,6	2,08E-08	2,08E-06
456,8	2,22E-08	2,22E-06
457	2,36E-08	2,36E-06
457,2	2,51E-08	2,51E-06
457,4	2,67E-08	2,67E-06
457,6	2,84E-08	2,84E-06
457,8	3,01E-08	3,01E-06
458	3,21E-08	3,21E-06
458,2	3,41E-08	3,41E-06
458,4	3,63E-08	3,63E-06
458,6	3,86E-08	3,86E-06
458,8	4,10E-08	4,10E-06
459	4,36E-08	4,36E-06
459,2	4,64E-08	4,64E-06
459,4	4,93E-08	4,93E-06
459,6	5,24E-08	5,24E-06
459,8	5,58E-08	5,58E-06
460	5,93E-08	5,93E-06
460,2	6,31E-08	6,31E-06
460,4	6,71E-08	6,71E-06
460,6	7,13E-08	7,13E-06
460,8	7,58E-08	7,58E-06
461	8,02E-08	8,02E-06
461,2	8,33E-08	8,33E-06
461,4	8,65E-08	8,65E-06
461,6	8,98E-08	8,98E-06
461,8	9,33E-08	9,33E-06
462	9,68E-08	9,68E-06
462,2	1,01E-07	1,01E-05
462,4	1,04E-07	1,04E-05
462,6	1,08E-07	1,08E-05
462,8	1,13E-07	1,13E-05
463	1,17E-07	1,17E-05
463,2	1,21E-07	1,21E-05
463,4	1,26E-07	1,26E-05
463,6	1,31E-07	1,31E-05
463,8	1,36E-07	1,36E-05
464	1,41E-07	1,41E-05
464,2	1,47E-07	1,47E-05
464,4	1,52E-07	1,52E-05
464,6	1,58E-07	1,58E-05
464,8	1,64E-07	1,64E-05
465	1,70E-07	1,70E-05
465,2	1,77E-07	1,77E-05
465,4	1,84E-07	1,84E-05
465,6	1,91E-07	1,91E-05
465,8	1,98E-07	1,98E-05
466	2,05E-07	2,05E-05
466,2	2,09E-07	2,09E-05
466,4	2,13E-07	2,13E-05
466,6	2,17E-07	2,17E-05
466,8	2,22E-07	2,22E-05
467	2,26E-07	2,26E-05
467,2	2,31E-07	2,31E-05
467,4	2,35E-07	2,35E-05
467,6	2,40E-07	2,40E-05
467,8	2,45E-07	2,45E-05
468	2,49E-07	2,49E-05
468,2	2,54E-07	2,54E-05
468,4	2,59E-07	2,59E-05
468,6	2,65E-07	2,65E-05
468,8	2,70E-07	2,70E-05
469	2,75E-07	2,75E-05
469,2	2,81E-07	2,81E-05
469,4	2,86E-07	2,86E-05
469,6	2,92E-07	2,92E-05
469,8	2,98E-07	2,98E-05
470	3,04E-07	3,04E-05
470,2	3,10E-07	3,10E-05
470,4	3,16E-07	3,16E-05
470,6	3,22E-07	3,22E-05
470,8	3,28E-07	3,28E-05
471	3,34E-07	3,34E-05
471,2	3,37E-07	3,37E-05
471,4	3,39E-07	3,39E-05
471,6	3,42E-07	3,42E-05
471,8	3,44E-07	3,44E-05
472	3,47E-07	3,47E-05
472,2	3,50E-07	3,50E-05
472,4	3,52E-07	3,52E-05
472,6	3,55E-07	3,55E-05
472,8	3,58E-07	3,58E-05
473	3,60E-07	3,60E-05
473,2	3,63E-07	3,63E-05
473,4	3,66E-07	3,66E-05
473,6	3,69E-07	3,69E-05
473,8	3,72E-07	3,72E-05
474	3,74E-07	3,74E-05
474,2	3,77E-07	3,77E-05
474,4	3,80E-07	3,80E-05
474,6	3,83E-07	3,83E-05
474,8	3,86E-07	3,86E-05
475	3,89E-07	3,89E-05
475,2	3,92E-07	3,92E-05
475,4	3,95E-07	3,95E-05
475,6	3,98E-07	3,98E-05
475,8	4,01E-07	4,01E-05
476	4,03E-07	4,03E-05
476,2	4,03E-07	4,03E-05
476,4	4,03E-07	4,03E-05
476,6	4,03E-07	4,03E-05
476,8	4,03E-07	4,03E-05
477	4,03E-07	4,03E-05
477,2	4,03E-07	4,03E-05
477,4	4,03E-07	4,03E-05
477,6	4,03E-07	4,03E-05
477,8	4,03E-07	4,03E-05
478	4,03E-07	4,03E-05
478,2	4,03E-07	4,03E-05
478,4	4,03E-07	4,03E-05
478,6	4,03E-07	4,03E-05
478,8	4,03E-07	4,03E-05
479	4,03E-07	4,03E-05
479,2	4,03E-07	4,03E-05
479,4	4,03E-07	4,03E-05
479,6	4,03E-07	4,03E-05
479,8	4,03E-07	4,03E-05
480	4,03E-07	4,03E-05
480,2	4,03E-07	4,03E-05
480,4	4,03E-07	4,03E-05
480,6	4,03E-07	4,03E-05
480,8	4,03E-07	4,03E-05
481	4,02E-07	4,02E-05
481,2	3,99E-07	3,99E-05
481,4	3,97E-07	3,97E-05
481,6	3,94E-07	3,94E-05
481,8	3,92E-07	3,92E-05
482	3,89E-07	3,89E-05
482,2	3,87E-07	3,87E-05
482,4	3,84E-07	3,84E-05
482,6	3,82E-07	3,82E-05
482,8	3,80E-07	3,80E-05
483	3,77E-07	3,77E-05
483,2	3,75E-07	3,75E-05
483,4	3,72E-07	3,72E-05
483,6	3,70E-07	3,70E-05
483,8	3,68E-07	3,68E-05
484	3,65E-07	3,65E-05
484,2	3,63E-07	3,63E-05
484,4	3,61E-07	3,61E-05
484,6	3,58E-07	3,58E-05
484,8	3,56E-07	3,56E-05
485	3,54E-07	3,54E-05
485,2	3,52E-07	3,52E-05
485,4	3,50E-07	3,50E-05
485,6	3,47E-07	3,47E-05
485,8	3,45E-07	3,45E-05
486	3,43E-07	3,43E-05
486,2	3,42E-07	3,42E-05
486,4	3,41E-07	3,41E-05
486,6	3,40E-07	3,40E-05
486,8	3,39E-07	3,39E-05
487	3,37E-07	3,37E-05
487,2	3,36E-07	3,36E-05
487,4	3,35E-07	3,35E-05
487,6	3,34E-07	3,34E-05
487,8	3,33E-07	3,33E-05
488	3,32E-07	3,32E-05
488,2	3,31E-07	3,31E-05
488,4	3,30E-07	3,30E-05
488,6	3,29E-07	3,29E-05
488,8	3,28E-07	3,28E-05
489	3,26E-07	3,26E-05
489,2	3,25E-07	3,25E-05
489,4	3,24E-07	3,24E-05
489,6	3,23E-07	3,23E-05
489,8	3,22E-07	3,22E-05
490	3,21E-07	3,21E-05
490,2	3,20E-07	3,20E-05
490,4	3,19E-07	3,19E-05
490,6	3,18E-07	3,18E-05
490,8	3,17E-07	3,17E-05
491	3,16E-07	3,16E-05
491,2	3,17E-07	3,17E-05
491,4	3,18E-07	3,18E-05
491,6	3,19E-07	3,19E-05
491,8	3,20E-07	3,20E-05
492	3,21E-07	3,21E-05
492,2	3,22E-07	3,22E-05
492,4	3,23E-07	3,23E-05
492,6	3,24E-07	3,24E-05
492,8	3,25E-07	3,25E-05
493	3,26E-07	3,26E-05
493,2	3,27E-07	3,27E-05
493,4	3,28E-07	3,28E-05
493,6	3,28E-07	3,28E-05
493,8	3,29E-07	3,29E-05
494	3,30E-07	3,30E-05
494,2	3,31E-07	3,31E-05
494,4	3,32E-07	3,32E-05
494,6	3,33E-07	3,33E-05
494,8	3,34E-07	3,34E-05
495	3,35E-07	3,35E-05
495,2	3,36E-07	3,36E-05
495,4	3,37E-07	3,37E-05
495,6	3,38E-07	3,38E-05
495,8	3,39E-07	3,39E-05
496	3,39E-07	3,39E-05
496,2	3,37E-07	3,37E-05
496,4	3,34E-07	3,34E-05
496,6	3,31E-07	3,31E-05
496,8	3,29E-07	3,29E-05
497	3,26E-07	3,26E-05
497,2	3,24E-07	3,24E-05
497,4	3,21E-07	3,21E-05
497,6	3,19E-07	3,19E-05
497,8	3,16E-07	3,16E-05
498	3,14E-07	3,14E-05
498,2	3,11E-07	3,11E-05
498,4	3,09E-07	3,09E-05
498,6	3,06E-07	3,06E-05
498,8	3,04E-07	3,04E-05
499	3,02E-07	3,02E-05
499,2	2,99E-07	2,99E-05
