299.0	4.304E-07
300.0	9.188E-08
301.0	8.791E-07
302.0	1.734E-07
303.0	1.144E-06
304.0	2.453E-07
305.0	1.019E-06
306.0	1.000E-10
307.0	1.000E-10
308.0	1.000E-10
309.0	1.000E-10
310.0	1.000E-10
311.0	6.166E-07
312.0	2.360E-08
313.0	6.666E-07
314.0	8.015E-07
315.0	1.239E-07
316.0	1.000E-10
317.0	1.914E-06
318.0	6.689E-07
319.0	1.000E-10
320.0	1.842E-06
321.0	2.298E-06
322.0	1.031E-06
323.0	2.035E-06
324.0	2.753E-06
325.0	6.205E-07
326.0	1.000E-10
327.0	8.532E-07
328.0	5.016E-07
329.0	1.163E-06
330.0	1.000E-10
331.0	2.937E-07
332.0	1.000E-10
333.0	1.000E-10
334.0	4.666E-07
335.0	1.750E-06
336.0	2.539E-07
337.0	1.008E-06
338.0	5.001E-07
339.0	1.000E-10
340.0	2.528E-07
341.0	2.568E-08
342.0	1.000E-10
343.0	7.664E-07
344.0	3.548E-07
345.0	1.000E-10
346.0	6.768E-07
347.0	1.000E-10
348.0	4.246E-07
349.0	7.674E-07
350.0	3.406E-07
351.0	3.800E-07
352.0	1.882E-07
353.0	2.541E-07
354.0	9.682E-07
355.0	2.177E-07
356.0	9.531E-07
357.0	1.000E-10
358.0	9.618E-07
359.0	1.000E-10
360.0	3.855E-07
361.0	1.000E-10
362.0	1.715E-07
363.0	6.478E-07
364.0	1.124E-06
365.0	2.298E-06
366.0	4.177E-06
367.0	9.320E-06
368.0	1.734E-05
369.0	3.057E-05
370.0	5.259E-05
371.0	8.270E-05
372.0	1.202E-04
373.0	1.823E-04
374.0	2.741E-04
375.0	4.138E-04
376.0	5.832E-04
377.0	8.288E-04
378.0	1.284E-03
379.0	1.952E-03
380.0	2.409E-03
381.0	2.700E-03
382.0	3.249E-03
383.0	3.953E-03
384.0	4.483E-03
385.0	4.897E-03
386.0	3.358E-03
387.0	8.777E-04
388.0	1.487E-04
389.0	3.468E-05
390.0	1.079E-05
391.0	4.779E-06
392.0	2.541E-06
393.0	1.743E-06
394.0	8.384E-07
395.0	7.998E-07
396.0	9.617E-07
397.0	7.730E-07
398.0	6.599E-07
399.0	8.328E-07
400.0	5.276E-07
401.0	7.567E-07
402.0	6.981E-07
403.0	9.039E-08
404.0	3.955E-07
405.0	4.348E-07
406.0	5.673E-07
407.0	2.608E-07
408.0	3.974E-07
409.0	2.157E-07
410.0	1.733E-07
411.0	4.814E-07
412.0	3.509E-07
413.0	3.919E-07
414.0	3.075E-07
415.0	3.864E-08
416.0	2.616E-07
417.0	5.332E-07
418.0	4.407E-07
419.0	3.494E-07
420.0	3.901E-07
421.0	4.407E-07
422.0	5.295E-07
423.0	4.372E-07
424.0	3.481E-07
425.0	3.044E-07
426.0	3.491E-07
427.0	2.178E-07
428.0	2.623E-07
429.0	4.791E-07
430.0	4.343E-07
431.0	4.751E-07
432.0	3.468E-07
433.0	3.881E-07
434.0	2.627E-07
435.0	2.628E-07
436.0	1.738E-07
437.0	5.745E-07
438.0	5.727E-07
439.0	2.189E-07
440.0	3.069E-07
441.0	3.511E-07
442.0	1.755E-07
443.0	2.634E-07
444.0	3.073E-07
445.0	2.201E-07
446.0	3.074E-07
447.0	3.510E-07
448.0	3.076E-07
449.0	1.769E-07
450.0	2.204E-07
451.0	1.774E-07
452.0	2.643E-07
453.0	3.945E-07
454.0	3.076E-07
455.0	3.078E-07
456.0	3.080E-07
457.0	9.252E-08
458.0	4.368E-07
459.0	4.365E-07
460.0	2.223E-07
461.0	4.360E-07
462.0	5.638E-07
463.0	3.504E-07
464.0	3.504E-07
465.0	1.806E-07
466.0	2.655E-07
467.0	3.079E-07
468.0	3.499E-07
469.0	3.080E-07
470.0	1.824E-07
471.0	2.661E-07
472.0	3.113E-07
473.0	2.213E-07
474.0	2.214E-07
475.0	2.217E-07
476.0	1.772E-07
477.0	2.222E-07
478.0	4.892E-07
479.0	4.000E-07
480.0	2.226E-07
481.0	3.113E-07
482.0	3.554E-07
483.0	3.111E-07
484.0	2.673E-07
485.0	3.549E-07
486.0	3.112E-07
487.0	2.673E-07
488.0	1.806E-07
489.0	3.980E-07
490.0	2.679E-07
491.0	3.544E-07
492.0	2.249E-07
493.0	2.682E-07
494.0	3.112E-07
495.0	1.393E-07
496.0	2.683E-07
497.0	3.113E-07
498.0	3.114E-07
499.0	2.259E-07
500.0	3.114E-07
501.0	3.967E-07
502.0	3.968E-07
503.0	5.240E-07
504.0	5.239E-07
505.0	6.944E-07
506.0	1.077E-06
507.0	1.246E-06
508.0	2.219E-06
509.0	3.580E-06
510.0	5.950E-06
511.0	1.214E-05
512.0	2.422E-05
513.0	5.216E-05
514.0	1.253E-04
515.0	3.230E-04
516.0	9.501E-04
517.0	3.195E-03
518.0	1.315E-02
519.0	6.831E-02
520.0	3.192E-01
521.0	6.239E-01
522.0	6.672E-01
523.0	7.196E-01
524.0	8.090E-01
525.0	8.657E-01
526.0	8.750E-01
527.0	8.725E-01
528.0	8.749E-01
529.0	8.762E-01
530.0	8.726E-01
531.0	8.651E-01
532.0	8.568E-01
533.0	8.574E-01
534.0	8.626E-01
535.0	8.724E-01
536.0	8.791E-01
537.0	8.802E-01
538.0	8.764E-01
539.0	8.717E-01
540.0	8.654E-01
541.0	8.649E-01
542.0	8.658E-01
543.0	8.695E-01
544.0	8.717E-01
545.0	8.700E-01
546.0	8.654E-01
547.0	8.579E-01
548.0	8.474E-01
549.0	8.383E-01
550.0	8.318E-01
551.0	8.283E-01
552.0	8.316E-01
553.0	8.345E-01
554.0	8.415E-01
555.0	8.467E-01
556.0	8.507E-01
557.0	8.507E-01
558.0	8.501E-01
559.0	8.447E-01
560.0	8.403E-01
561.0	8.396E-01
562.0	8.382E-01
563.0	8.437E-01
564.0	8.502E-01
565.0	8.590E-01
566.0	8.707E-01
567.0	8.772E-01
568.0	8.799E-01
569.0	8.796E-01
570.0	8.754E-01
571.0	8.675E-01
572.0	8.618E-01
573.0	8.586E-01
574.0	8.574E-01
575.0	8.615E-01
576.0	8.651E-01
577.0	8.682E-01
578.0	8.686E-01
579.0	8.669E-01
580.0	8.599E-01
581.0	8.542E-01
582.0	8.501E-01
583.0	8.479E-01
584.0	8.528E-01
585.0	8.583E-01
586.0	8.645E-01
587.0	8.662E-01
588.0	8.638E-01
589.0	8.603E-01
590.0	8.584E-01
591.0	8.647E-01
592.0	8.666E-01
593.0	8.554E-01
594.0	8.067E-01
595.0	7.370E-01
596.0	6.657E-01
597.0	6.218E-01
598.0	5.848E-01
599.0	4.266E-01
600.0	1.947E-01
601.0	6.417E-02
602.0	2.182E-02
603.0	7.811E-03
604.0	3.196E-03
605.0	1.472E-03
606.0	7.073E-04
607.0	3.624E-04
608.0	2.014E-04
609.0	1.135E-04
610.0	6.618E-05
611.0	4.146E-05
612.0	2.539E-05
613.0	1.662E-05
614.0	1.109E-05
615.0	7.677E-06
616.0	5.134E-06
617.0	4.036E-06
618.0	2.860E-06
619.0	2.153E-06
620.0	1.652E-06
621.0	1.208E-06
622.0	1.145E-06
623.0	5.888E-07
624.0	6.854E-07
625.0	6.010E-07
626.0	6.402E-07
627.0	5.884E-07
628.0	4.066E-07
629.0	4.913E-07
630.0	3.600E-07
631.0	4.430E-07
632.0	3.579E-07
633.0	3.989E-07
634.0	3.572E-07
635.0	3.157E-07
636.0	2.745E-07
637.0	3.578E-07
638.0	2.327E-07
639.0	2.387E-07
640.0	2.747E-07
641.0	2.750E-07
642.0	1.926E-07
643.0	3.625E-07
644.0	1.552E-07
645.0	7.015E-08
646.0	2.037E-07
647.0	1.952E-07
648.0	3.645E-07
