XF2044,490-575DBDR
Wavelength (nm),%T
913.9918213,18.95029449
912.9389648,19.62981033
912.0172729,20.03253365
910.9633789,20.71696281
910.0407715,21.49374771
908.9857788,21.98648262
908.0622559,21.98758698
907.0062866,23.17835617
905.949707,24.03189087
905.0247803,24.34192467
903.9671631,25.36515045
903.0413208,26.29613876
901.982666,27.48921585
901.0558472,28.76893806
899.9962158,29.3349781
898.9359131,31.02451897
898.0077515,31.43505478
896.9464722,33.47557449
896.017395,34.0196991
894.9550781,35.50900269
894.0250854,37.46078491
892.961731,38.47948074
892.0308838,40.37895966
890.9664917,43.04616928
890.034668,43.45872498
888.9692383,45.84118271
888.0365601,47.80391312
886.9701538,49.56732941
886.0365601,51.5978508
884.9690552,54.19152832
884.0346069,56.63688278
882.9661255,59.42028046
882.0307007,61.07555771
880.9611816,63.97381592
880.0249634,66.13746643
878.9544067,68.95418549
878.0172729,70.75700378
876.9456787,73.23377991
876.0076294,75.1047287
874.9351196,78.02358246
873.9961548,79.0490799
873.0568237,81.77132416
871.9827881,83.42749023
871.0425415,85.7450943
869.9675293,86.3891983
869.0264282,86.72827148
867.9503174,88.67887878
867.0083618,88.91068268
866.065979,89.53895569
864.9884644,89.21435547
864.045166,90.07087708
862.9666138,89.12741089
862.022522,88.28643799
860.9429932,88.11345673
859.9979858,86.89425659
859.0525513,84.87975311
857.9715576,83.61651611
857.0252686,83.40007019
855.9432983,81.69506073
854.9961548,80.65161133
854.048584,78.96569061
852.9651489,78.99274445
852.0167236,77.55335999
850.932312,77.36003113
849.9830322,76.1765213
849.0333862,75.64030457
847.9475098,75.00241089
846.9969482,74.92674255
846.0460205,74.18170166
844.9587402,74.45032501
844.006958,74.37911224
843.0547485,73.6284256
841.9660034,74.60876465
841.0130005,75.71102905
840.0595093,75.19061279
838.9693604,75.56435394
838.0150757,76.64588928
837.0603638,77.82759857
835.968811,79.06137848
835.0133057,79.69425201
834.057373,80.35417175
832.9643555,81.90225983
832.0076294,82.58266449
831.050415,84.21677399
829.9560547,86.25669098
828.9980469,87.22563171
828.0396118,88.0818634
826.9438477,88.55973816
825.9846191,89.66030884
825.0249634,90.48078918
824.0649414,90.88795471
822.9672852,90.90933228
822.0064697,90.79064178
821.0452271,91.73522186
819.946167,91.27993011
818.9841309,90.62935638
818.0216675,88.98770142
817.0588379,87.9033432
815.9579468,86.06697845
814.9943237,85.12411499
814.0302734,82.31033325
813.0657959,83.42513275
811.9631348,80.08027649
810.9978638,79.07559967
810.0322266,78.18681335
809.0662231,76.58467865
807.961731,74.6968689
806.994873,73.48093414
806.0276489,73.00521851
805.0600586,72.55548096
803.9537354,71.40596008
802.9853516,71.59809113
802.0165405,71.25403595
801.0473633,71.82640076
799.93927,71.99354553
798.9692993,72.18743896
797.9989014,73.85178375
797.0281982,73.93911743
796.0570679,76.03866577
794.9467773,77.80947876
793.9748535,79.07010651
793.0025635,80.86477661
792.0298462,82.16742706
791.0568237,84.00267029
789.9443359,85.69298553
788.970459,88.30786133
787.9962769,89.91765594
787.0216675,91.03964233
786.0467529,92.34430695
784.9320068,92.4430542
783.9562988,92.97272491
782.9801636,91.82532501
782.0036621,90.37620544
781.0267944,88.40437317
780.0495605,86.09172058
778.932312,84.31752777
777.9542847,81.15894318
776.9758911,78.58730316
775.9971313,77.02272797
775.0180054,74.1184082
774.0385132,71.86727142
773.0586548,69.74968719
771.9384155,67.9748764
770.9577637,66.92762756
769.9767456,66.2713623
768.9954224,65.93130493
768.0136719,66.10149384
767.0316162,66.65987396
766.0491333,67.96784973
765.0663452,70.16417694
763.942688,72.43364716
762.9591064,75.3032074
761.9751587,78.28974915
760.9908447,80.48723602
760.0062256,80.01073456
759.0211792,78.89532471
758.0358276,75.15862274
757.0500488,70.47910309
756.0639648,66.22335052
754.9365845,60.90301132
753.949707,57.32727051
752.9625244,54.62321472
751.9749146,50.54312897
750.9869995,48.18241501
749.9987183,45.16527176
749.0101318,42.74420929
748.0211182,37.93377686
747.0317993,34.84514236
746.0421143,31.37836075
745.052063,27.20576859
744.0616455,23.10030174
742.9293213,19.42836189
741.9381714,16.21107483
740.9467163,13.1538763
739.954834,11.53308868
738.9626465,9.321875572
737.9700928,8.150627136
736.9772339,7.192079544
735.9839478,5.871426582
734.9903564,5.159745216
733.99646,4.670593739
733.0021362,4.220585823
732.0075073,3.449095726
731.0125732,2.778282642
730.0172119,2.62011838
729.0215454,2.561771154
728.0255737,2.110791922
727.0292358,1.858596087
726.0325317,1.837555885
725.0354614,2.118852377
724.0380859,1.454529524
723.0403442,1.499287367
722.0422974,1.1184268
721.0438843,1.357350349
720.045166,1.2137779
719.0460815,1.21201098
718.0466309,1.076651096
717.046875,1.037838817
716.046814,0.91211015
715.0463257,0.755813539
714.0455933,0.940374494
713.0444336,0.745455325
712.0430298,0.760415793
711.0411987,0.817389667
710.0391235,0.965765119
709.0366211,0.827534378
708.0338745,0.743274629
707.0307007,0.800235212
706.0272827,0.651191413
705.0234375,0.791416943
704.0193481,0.772903025
703.0148926,1.050550222
702.0100708,0.989155471
701.0049438,0.973538399
699.9995117,0.92711103
698.9937134,1.065020323
697.9876099,1.043824077
696.9812012,1.170077324
695.9744263,1.226483583
694.9672852,1.319302559
693.9598999,1.289894223
692.9521484,1.772418022
691.9440308,1.509538889
690.9356079,1.69022274
690.0710449,2.090237379
689.0620117,2.025263309
688.0526733,2.222628593
687.0429688,2.691518307
686.03302,3.058430433
685.0227051,3.25981307
684.0120239,3.68610549
683.0010986,4.416632175
681.9898071,5.223799229
680.9782104,6.03410387
679.9663086,7.085783958
678.9540405,8.466840744
677.9414673,10.37213993
676.9285889,12.78065586
676.0601196,14.72767162
675.0466309,16.86223984
674.0328369,20.21075439
673.0187378,24.66669846
672.0043335,29.8915062
670.989563,34.51898956
669.9744873,39.40630341
668.9591064,44.43642807
667.9434204,47.9428215
666.9273682,52.65618515
666.0562744,56.3706398
665.0396729,61.1955452
664.0227661,67.30755615
663.0055542,72.51361084
661.9879761,77.35390472
660.9701538,81.60092926
659.9519653,84.8698349
658.9334717,86.46412659
658.0602417,86.61958313
657.0411987,85.75146484
656.0218506,84.34467316
655.0021973,82.83013153
653.9821777,82.01644897
652.9619141,81.76982117
651.9412842,82.68180084
651.0662842,83.48659515
650.045105,85.12635803
649.0236206,86.3090744
648.0018311,88.1043396
646.9797363,89.62580109
645.9573364,90.92277527
644.9346313,92.40415192
644.0578003,93.38581848
643.0345459,94.43639374
642.0109863,94.7991333
640.9871216,95.15035248
639.9628906,94.61317444
638.9384155,95.05105591
638.0600586,95.25144196
637.0350342,95.67858887
636.0097046,95.97520447
634.9840698,96.26539612
633.9581299,96.13117218
632.9318848,96.54676056
632.052002,95.98409271
631.0252686,95.33341217
629.9981689,94.65935516
628.9707642,93.63137817
627.9430542,92.73401642
627.0619507,91.8436203
626.0337524,90.56700134
625.005188,89.00191498
623.9763794,87.67538452
622.9472656,87.47134399
622.0649414,86.90437317
621.0352783,87.21479034
620.0053101,88.15354919
618.9750977,89.0369339
617.944519,89.78591919
617.0609741,91.26418304
616.0299072,92.65662384
614.9985352,94.18395996
613.9668579,95.08784485
612.9348755,95.55678558
612.0501709,94.73675537
611.0176392,93.45566559
609.9848633,90.21074677
608.9517822,87.85198212
608.0661011,85.17906952
607.0324707,82.57987213
605.9985962,80.65385437
604.9644165,79.60962677
603.9299927,79.45257568
603.0430908,80.43326569
602.0080566,82.86257935
600.9728394,86.52768707
599.9372559,88.45635986
599.0494385,89.82400513
598.0133057,89.76467896
596.9769897,85.46032715
595.9403076,75.70310211
595.0515747,68.52883911
594.0144043,58.09204483
592.9769287,45.36415863
591.939209,36.72366333
591.0494995,29.61076546
590.0112305,22.44891357
588.9727173,18.39333534
587.93396,14.82758045
587.043335,12.8584013
586.0039673,10.52251816
584.9644165,9.059123993
584.0731201,7.568131447
583.03302,6.349460125
581.9926147,5.527186394
580.9519653,5.125383377
580.0597534,4.415360451
579.0185547,4.179972172
577.9771729,3.766499758
576.9354248,3.585950375
576.0422974,3.473552227
575.0001221,3.358025789
573.9576416,3.236391068
573.0638428,3.316137314
572.020874,3.214027405
570.9776001,3.389554501
569.934082,3.754637003
569.0393677,3.900520802
567.9953613,4.230942249
566.9510498,4.524502754
566.0557251,5.218948364
565.0109253,5.891507149
563.9658813,7.067430019
563.0698853,8.012859344
562.024353,9.369462013
560.9785156,11.32057571
559.9324341,14.17258835
559.0355835,18.50672531
557.9890137,23.2148037
556.9421997,29.43079758
556.0446777,34.96326447
554.9973755,44.03826523
553.9497681,52.15699005
553.0516357,61.80021286
552.00354,70.72662354
550.9552002,80.36455536
550.0564575,84.77446747
549.0076294,87.92366028
547.9585571,88.15128326
547.0591431,86.25750732
546.0095825,83.1506958
544.9597778,81.93703461
544.0597534,81.5378418
543.0094604,83.08724976
541.9589233,85.02416992
541.0582275,87.89427948
540.0072021,91.23162842
538.9559326,93.48190308
538.0546265,94.50288391
537.0028687,94.89322662
535.9508667,94.43886566
535.0489502,93.35839844
533.996521,91.73639679
532.9437866,90.53718567
532.0412598,89.81606293
530.9880371,89.23991394
529.9346313,88.80973816
529.0314331,88.21126556
527.9775391,87.41810608
527.0740356,86.57552338
526.0196533,84.80216217
524.9650269,83.11711884
524.0608521,81.59008026
523.0057983,80.13707733
521.9505005,78.79936981
521.0457153,78.79537964
519.9899292,79.35487366
518.9338989,80.58232117
518.0285645,81.98098755
516.9721069,83.31910706
516.0663452,84.39302063
515.0093994,84.01689911
513.9522095,82.05355072
513.0458984,80.23582458
511.9882507,76.60610199
510.9303894,73.83323669
510.023468,73.50427246
508.9651489,73.92842865
508.0578308,75.51813507
506.9990845,76.85748291
505.9400635,75.53381348
505.0321655,71.90436554
503.9727173,60.17443466
503.0644531,52.87953186
502.0045471,41.50386047
500.9444275,29.86468887
500.0355835,21.14103699
498.9750061,15.81697273
498.0657959,11.73887062
497.0047913,8.067612648
495.9435425,5.944091797
495.0337524,4.459560871
493.9720764,3.475150585
493.0618896,2.97370863
491.9997864,2.667861938
490.9374695,2.263470173
490.0267334,2.040641308
488.9639587,1.934578776
488.0528259,1.854063392
486.9896545,1.835139513
485.926239,1.84373486
485.0145569,1.966213942
483.9507141,2.095998526
483.0386658,2.355715036
481.9743958,2.943524122
481.0619812,3.424457073
479.9972839,4.518753052
478.932373,5.843326092
478.0194092,8.706048965
476.954071,12.88161469
476.0407715,18.78059006
474.9750061,26.71688271
474.0613403,35.50349045
472.9951477,49.81829834
471.928772,63.55199814
471.0145569,71.74204254
469.9477539,74.13276672
469.0331726,73.17076111
467.9659424,69.57698822
467.0510254,67.29273987
465.9833984,69.68897247
465.0681152,73.6265564
464.000061,78.61063385
462.9318237,83.98841858
462.0159912,85.78134918
460.9473267,84.57324219
460.031189,81.48878479
458.9621277,77.35631561
458.0455933,74.13227844
456.9761353,73.80827332
456.0592957,75.65761566
454.9894104,78.73434448
454.0722351,83.35403442
453.0019531,86.4018631
451.931488,88.26408386
451.0137634,88.07855225
449.9429016,85.74401855
449.0248413,82.85673523
447.9535828,80.58175659
447.0351868,80.30587006
445.9635315,81.32543945
445.0447998,84.08236694
443.9727478,87.32071686
443.0536804,87.63169098
441.9812317,82.89256287
441.0618286,74.46661377
439.9890137,62.028759
439.0693054,50.05289841
437.9960938,37.80640411
437.0760193,30.95225906
436.0024414,21.768116
434.9286194,17.59560776
434.0080872,13.96183205
432.9338989,11.07529926
432.0130005,9.735136986
430.938446,8.647895813
430.0172424,8.273108482
428.9422913,8.104513168
428.0207825,8.343640327
426.9454651,8.845632553
426.0235901,9.528651237
424.9479065,10.83895302
424.0257568,12.56827736
422.9496765,16.53744316
422.0271912,20.76920509
420.9507751,26.80652237
420.0279541,33.62649536
418.9511719,48.32925034
418.0280457,63.72579193
416.9508667,72.28217316
416.0274353,69.35954285
414.9499207,63.21720886
414.0261536,55.7573967
412.9482727,53.84290695
412.0242004,56.98534393
410.9459534,62.85670471
410.0215759,65.25245667
408.9429932,62.75312805
408.0183105,56.17786789
406.9393311,49.76773834
406.0143433,46.92473602
404.9350281,50.33379364
404.0097351,53.65808105
402.9300537,55.62674332
402.0044556,52.03593826
400.9244385,45.32585907
399.9985352,40.1691246
399.0725098,33.18804932
397.9919739,22.71240044
397.0656433,15.81823254
395.9847412,6.31499052
395.0581055,3.212983131
393.9768677,1.183581471
393.0499268,0.562722206
391.9683533,0.292627245
391.0411377,0.214855164
389.959198,0.148216188
389.0317078,0.056681287
387.9494324,0.032620907
387.0216064,0.053591851
385.9390259,0.060585268
385.0109253,0.051648989
383.9279785,-0.070602268
382.9995728,0.102792002
382.0710754,0.065899469
380.9876404,0.222034454
380.0588379,0.482119799
378.9750671,1.141527057
378.0459595,1.994256496
376.961853,2.907400131
376.0325012,3.638608694
374.9480591,4.204734802
374.0184021,4.577522278
372.9336548,4.865529537
372.0037231,4.996237755
371.0736389,5.112054348
369.9884033,4.835261822
369.058075,4.427042484
367.9725037,3.98936677
367.0419006,3.519632339
365.9559937,2.619315386
365.025116,2.177113771
363.9389038,1.465801001
363.0077515,1.129312992
362.0764465,0.822383523
360.9897766,0.507092595
360.0582275,0.461331666
358.9712219,0.205959216
358.0393982,0.237770915
356.9520874,0.085858963
356.019989,0.079527758
354.932373,0
354,-0.069570988
353.0675354,-0.042682849
351.9794617,0.009959037
351.0466919,-0.009895113
349.958313,-0.062969655
349.0252991,-0.022683924
347.936615,0.053448386
347.0033569,0
346.0699463,-0.06856776
344.9808044,0.026288148
344.0471497,0.104086034
342.9577332,-0.013023322
342.0238037,-0.067937776
340.934082,0.027521219
339.9999084,0.0824233
339.0656128,-0.048741493
337.9754639,-0.070526712
337.0408936,-0.023599025
335.9504395,0.067957334
335.0156555,-0.075182654
333.9248962,-0.108418427
332.9898376,-0.019038614
332.0546875,0.090206377
330.963501,-0.010294398
330.0280762,0
328.936615,0.068906486
328.000946,-0.026341226
327.0651855,-0.056017026
325.9732971,-0.066906616
325.037262,-0.007550734
323.9450989,-0.023698909
323.0088196,-0.037018504
322.0724487,-0.123073787
320.9798584,-0.018526876
320.0432434,0.088502869
318.9503784,0.064821459
318.0135193,-0.149063498
317.0765381,-0.086365327
315.9832764,-0.043714996
315.046051,-0.07007198
313.9525146,0.033707701
313.0150757,-0.097415492
312.0775146,0.028179988
310.983551,-0.073927253
310.0457764,-0.037894376
308.9515381,0.011332769
308.0135193,0.040884368
307.0754089,0.034842476
305.9807739,-0.02237446
305.0424194,-0.022554332
303.9475403,0.010338477
303.0089722,-0.019800844
302.070282,-0.009071833
300.9750061,-0.043672074
300.0360718,0.04230867
