598,000	0,000
599,000	0,000
600,000	0,000
601,000	0,000
602,000	0,000
603,000	0,000
604,000	0,000
605,000	0,000
606,000	0,000
607,000	0,000
608,000	0,000
609,000	0,000
610,000	0,000
611,000	0,000
612,000	0,000
613,000	0,000
614,000	0,000
615,000	0,000
616,000	0,000
617,000	0,000
618,000	0,000
619,000	0,000
620,000	0,000
621,000	0,000
622,000	0,000
623,000	0,001
624,000	0,003
625,000	0,004
626,000	0,005
627,000	0,006
628,000	0,007
629,000	0,009
630,000	0,012
631,000	0,015
632,000	0,019
633,000	0,023
634,000	0,026
635,000	0,030
636,000	0,036
637,000	0,043
638,000	0,051
639,000	0,058
640,000	0,065
641,000	0,073
642,000	0,084
643,000	0,097
644,000	0,111
645,000	0,125
646,000	0,139
647,000	0,170
648,000	0,211
649,000	0,252
650,000	0,295
651,000	0,338
652,000	0,381
653,000	0,424
654,000	0,467
655,000	0,508
656,000	0,550
657,000	0,591
658,000	0,633
659,000	0,677
660,000	0,725
661,000	0,772
662,000	0,820
663,000	0,865
664,000	0,909
665,000	0,943
666,000	0,959
667,000	0,975
668,000	0,991
669,000	0,996
670,000	0,996
671,000	0,996
672,000	0,994
673,000	0,972
674,000	0,946
675,000	0,919
676,000	0,892
677,000	0,864
678,000	0,832
679,000	0,800
680,000	0,768
681,000	0,736
682,000	0,702
683,000	0,663
684,000	0,624
685,000	0,585
686,000	0,546
687,000	0,507
688,000	0,471
689,000	0,449
690,000	0,427
691,000	0,405
692,000	0,383
693,000	0,361
694,000	0,339
695,000	0,317
696,000	0,298
697,000	0,279
698,000	0,261
699,000	0,245
700,000	0,237
701,000	0,229
702,000	0,221
703,000	0,213
704,000	0,204
705,000	0,197
706,000	0,191
707,000	0,186
708,000	0,181
709,000	0,176
710,000	0,170
711,000	0,165
712,000	0,160
713,000	0,155
714,000	0,152
715,000	0,150
716,000	0,149
717,000	0,147
718,000	0,145
719,000	0,144
720,000	0,142
721,000	0,141
722,000	0,139
723,000	0,138
724,000	0,136
725,000	0,135
726,000	0,133
727,000	0,132
728,000	0,130
729,000	0,129
730,000	0,129
731,000	0,128
732,000	0,127
733,000	0,126
734,000	0,126
735,000	0,123
736,000	0,120
737,000	0,118
738,000	0,115
739,000	0,112
740,000	0,109
741,000	0,107
742,000	0,104
743,000	0,101
744,000	0,098
745,000	0,095
746,000	0,092
747,000	0,089
748,000	0,086
749,000	0,083
750,000	0,080
751,000	0,077
752,000	0,074
753,000	0,071
754,000	0,068
755,000	0,065
756,000	0,062
757,000	0,059
758,000	0,055
759,000	0,053
760,000	0,051
761,000	0,049
762,000	0,046
763,000	0,044
764,000	0,042
765,000	0,040
766,000	0,038
767,000	0,036
768,000	0,034
769,000	0,031
770,000	0,029
771,000	0,027
772,000	0,025
773,000	0,023
774,000	0,022
775,000	0,021
776,000	0,020
777,000	0,019
778,000	0,018
779,000	0,017
780,000	0,016
781,000	0,015
782,000	0,014
783,000	0,013
784,000	0,012
785,000	0,012
786,000	0,011
787,000	0,010
788,000	0,009
789,000	0,009
790,000	0,008
791,000	0,008
792,000	0,007
793,000	0,007
794,000	0,007
795,000	0,006
796,000	0,006
797,000	0,006
798,000	0,005
799,000	0,005
800,000	0,004
